SchemaName,Type,SourceEntity,TargetEntity,SourceAttribute,TargetAttribute,IntersectEntity
organization_PostComment,OneToMany,organization,postcomment,organizationid,organizationid,
organization_postlike,OneToMany,organization,postlike,organizationid,organizationid,
organization_importjob,OneToMany,organization,importjob,organizationid,organizationid,
organization_licenses,OneToMany,organization,license,organizationid,organizationid,
organization_expanderevent,OneToMany,organization,expanderevent,organizationid,organizationid,
organization_ribbon_customization,OneToMany,organization,ribboncustomization,organizationid,organizationid,
organization_queues,OneToMany,organization,queue,organizationid,organizationid,
lk_authorizationserver_organizationid,OneToMany,organization,authorizationserver,organizationid,organizationid,
organization_sdkmessageprocessingstepimage,OneToMany,organization,sdkmessageprocessingstepimage,organizationid,organizationid,
organization_savedorginsightsconfiguration,OneToMany,organization,savedorginsightsconfiguration,organizationid,organizationid,
organization_plugintypestatistic,OneToMany,organization,plugintypestatistic,organizationid,organizationid,
MobileOfflineProfileItemAssociation_organization,OneToMany,organization,mobileofflineprofileitemassociation,organizationid,organizationid,
organization_relationship_roles,OneToMany,organization,relationshiprole,organizationid,organizationid,
organization_appmodule,OneToMany,organization,appmodule,organizationid,organizationid,
organization_sdkmessagepair,OneToMany,organization,sdkmessagepair,organizationid,organizationid,
organization_kb_articles,OneToMany,organization,kbarticle,organizationid,organizationid,
organization_systemforms,OneToMany,organization,systemform,organizationid,organizationid,
organization_similarityrule,OneToMany,organization,similarityrule,organizationid,organizationid,
organization_appconfig,OneToMany,organization,appconfig,organizationid,organizationid,
organization_applicationfile,OneToMany,organization,applicationfile,organizationid,organizationid,
organization_sdkmessagerequestfield,OneToMany,organization,sdkmessagerequestfield,organizationid,organizationid,
lk_principalsyncattributemap_organizationid,OneToMany,organization,principalsyncattributemap,organizationid,organizationid,
organization_connection_roles,OneToMany,organization,connectionrole,organizationid,organizationid,
customcontrol_organization,OneToMany,organization,customcontrol,organizationid,organizationid,
organization_indexed_documents,OneToMany,organization,documentindex,organizationid,organizationid,
userentityinstancedata_organization,OneToMany,organization,userentityinstancedata,organizationid,objectid,
organization_subjects,OneToMany,organization,subject,organizationid,organizationid,
organization_calendars,OneToMany,organization,calendar,organizationid,organizationid,
organization_publisher,OneToMany,organization,publisher,organizationid,organizationid,
organization_queueitems,OneToMany,organization,queueitem,organizationid,organizationid,
organization_webwizard,OneToMany,organization,webwizard,organizationid,organizationid,
organization_teams,OneToMany,organization,team,organizationid,organizationid,
organization_advancedsimilarityrule,OneToMany,organization,advancedsimilarityrule,organizationid,organizationid,
organization_socialinsightsconfiguration,OneToMany,organization,socialinsightsconfiguration,organizationid,organizationid,
organization_entitymap,OneToMany,organization,entitymap,organizationid,organizationid,
channelproperty_organization,OneToMany,organization,channelproperty,organizationid,organizationid,
organization_entitydataprovider,OneToMany,organization,entitydataprovider,organizationid,organizationid,
organization_sharepointdocument,OneToMany,organization,sharepointdocument,organizationid,organizationid,
webresource_organization,OneToMany,organization,webresource,organizationid,organizationid,
organization_textanalyticsentitymapping,OneToMany,organization,textanalyticsentitymapping,organizationid,organizationid,
MobileOfflineProfile_organization,OneToMany,organization,mobileofflineprofile,organizationid,organizationid,
organization_transactioncurrencies,OneToMany,organization,transactioncurrency,organizationid,organizationid,
organization_expiredprocess,OneToMany,organization,expiredprocess,organizationid,organizationid,
organization_mailbox,OneToMany,organization,mailbox,organizationid,organizationid,
lk_dataperformance_organizationid,OneToMany,organization,dataperformance,organizationid,organizationid,
organization_isvconfigs,OneToMany,organization,isvconfig,organizationid,organizationid,
organization_sharepointdata,OneToMany,organization,sharepointdata,organizationid,organizationid,
organization_status_maps,OneToMany,organization,statusmap,organizationid,organizationid,
offlinecommanddefinition_organization,OneToMany,organization,offlinecommanddefinition,organizationid,organizationid,
MobileOfflineProfileItem_organization,OneToMany,organization,mobileofflineprofileitem,organizationid,organizationid,
organization_custom_displaystrings,OneToMany,organization,displaystring,organizationid,organizationid,
Organization_SyncErrors,OneToMany,organization,syncerror,organizationid,regardingobjectid,
channelpropertygroup_organization,OneToMany,organization,channelpropertygroup,organizationid,organizationid,
organization_sdkmessagerequest,OneToMany,organization,sdkmessagerequest,organizationid,organizationid,
Organization_AsyncOperations,OneToMany,organization,asyncoperation,organizationid,regardingobjectid,
organization_wizardpage,OneToMany,organization,wizardpage,organizationid,organizationid,
customcontroldefaultconfig_organization,OneToMany,organization,customcontroldefaultconfig,organizationid,organizationid,
organization_sitemap,OneToMany,organization,sitemap,organizationid,organizationid,
Organization_MailboxTrackingFolder,OneToMany,organization,mailboxtrackingfolder,organizationid,organizationid,
organization_ribbon_tab_to_command_map,OneToMany,organization,ribbontabtocommandmap,organizationid,organizationid,
organization_ribbon_context_group,OneToMany,organization,ribboncontextgroup,organizationid,organizationid,
organization_ribbon_command,OneToMany,organization,ribboncommand,organizationid,organizationid,
organization_ribbon_rule,OneToMany,organization,ribbonrule,organizationid,organizationid,
organization_ribbon_diff,OneToMany,organization,ribbondiff,organizationid,organizationid,
organization_emailserverprofile,OneToMany,organization,emailserverprofile,organizationid,organizationid,
lk_organizationui_organizationid,OneToMany,organization,organizationui,organizationid,organizationid,
organization_wizardaccessprivilege,OneToMany,organization,wizardaccessprivilege,organizationid,organizationid,
organization_pluginassembly,OneToMany,organization,pluginassembly,organizationid,organizationid,
organization_mailboxstatistics,OneToMany,organization,mailboxstatistics,organizationid,organizationid,
organization_knowledgesearchmodel,OneToMany,organization,knowledgesearchmodel,organizationid,organizationid,
Organization_BulkDeleteFailures,OneToMany,organization,bulkdeletefailure,organizationid,regardingobjectid,
lk_fieldsecurityprofile_organizationid,OneToMany,organization,fieldsecurityprofile,organizationid,organizationid,
organization_sdkmessagefilter,OneToMany,organization,sdkmessagefilter,organizationid,organizationid,
organization_kb_article_templates,OneToMany,organization,kbarticletemplate,organizationid,organizationid,
organization_roles,OneToMany,organization,role,organizationid,organizationid,
organization_sdkmessageprocessingstepsecureconfig,OneToMany,organization,sdkmessageprocessingstepsecureconfig,organizationid,organizationid,
organization_entitydatasource,OneToMany,organization,entitydatasource,organizationid,organizationid,
organization_aciviewmapper,OneToMany,organization,aciviewmapper,organizationid,organizationid,
organization_system_users,OneToMany,organization,systemuser,organizationid,organizationid,
languagelocale_organization,OneToMany,organization,languagelocale,organizationid,organizationid,
organization_business_units,OneToMany,organization,businessunit,organizationid,organizationid,
organization_sdkmessageresponsefield,OneToMany,organization,sdkmessageresponsefield,organizationid,organizationid,
organization_attributemap,OneToMany,organization,attributemap,organizationid,organizationid,
organization_newprocess,OneToMany,organization,newprocess,organizationid,organizationid,
organization_hierarchyrules,OneToMany,organization,hierarchyrule,organizationid,organizationid,
organization_sdkmessageprocessingstep,OneToMany,organization,sdkmessageprocessingstep,organizationid,organizationid,
organization_RoutingRules,OneToMany,organization,routingrule,organizationid,organizationid,
organization_orginsightsnotification,OneToMany,organization,orginsightsnotification,organizationid,organizationid,
organization_appconfiginstance,OneToMany,organization,appconfiginstance,organizationid,organizationid,
organization_routingruleitems,OneToMany,organization,routingruleitem,organizationid,organizationid,
lk_documenttemplatebase_organization,OneToMany,organization,documenttemplate,organizationid,organizationid,
organization_integration_statuses,OneToMany,organization,integrationstatus,organizationid,organizationid,
organization_string_maps,OneToMany,organization,stringmap,organizationid,organizationid,
organization_serviceendpoint,OneToMany,organization,serviceendpoint,organizationid,organizationid,
organization_sdkmessage,OneToMany,organization,sdkmessage,organizationid,organizationid,
organization_appconfigmaster,OneToMany,organization,appconfigmaster,organizationid,organizationid,
organization_saved_queries,OneToMany,organization,savedquery,organizationid,organizationid,
organization_tracelog,OneToMany,organization,tracelog,organizationid,organizationid,
organization_solution,OneToMany,organization,solution,organizationid,organizationid,
organization_complexcontrols,OneToMany,organization,complexcontrol,organizationid,organizationid,
lk_partnerapplication_organizationid,OneToMany,organization,partnerapplication,organizationid,organizationid,
organization_solutioncomponentattributeconfiguration,OneToMany,organization,solutioncomponentattributeconfiguration,organizationid,organizationid,
organization_solutioncomponentconfiguration,OneToMany,organization,solutioncomponentconfiguration,organizationid,organizationid,
organization_solutioncomponentrelationshipconfiguration,OneToMany,organization,solutioncomponentrelationshipconfiguration,organizationid,organizationid,
organization_package,OneToMany,organization,package,organizationid,organizationid,
organization_packagehistory,OneToMany,organization,packagehistory,organizationid,organizationid,
organization_relationshipattribute,OneToMany,organization,relationshipattribute,organizationid,organizationid,
organization_catalog,OneToMany,organization,catalog,organizationid,organizationid,
organization_catalogassignment,OneToMany,organization,catalogassignment,organizationid,organizationid,
organization_internalcatalogassignment,OneToMany,organization,internalcatalogassignment,organizationid,organizationid,
organization_pluginpackage,OneToMany,organization,pluginpackage,organizationid,organizationid,
organization_entityanalyticsconfig,OneToMany,organization,entityanalyticsconfig,organizationid,organizationid,
organization_datalakeworkspace,OneToMany,organization,datalakeworkspace,organizationid,organizationid,
organization_datalakeworkspacepermission,OneToMany,organization,datalakeworkspacepermission,organizationid,organizationid,
organization_dataprocessingconfiguration,OneToMany,organization,dataprocessingconfiguration,organizationid,organizationid,
organization_synapselinkexternaltablestate,OneToMany,organization,synapselinkexternaltablestate,organizationid,organizationid,
organization_synapselinkprofile,OneToMany,organization,synapselinkprofile,organizationid,organizationid,
organization_synapselinkprofileentity,OneToMany,organization,synapselinkprofileentity,organizationid,organizationid,
organization_synapselinkprofileentitystate,OneToMany,organization,synapselinkprofileentitystate,organizationid,organizationid,
organization_synapselinkschedule,OneToMany,organization,synapselinkschedule,organizationid,organizationid,
organization_sharedlinksetting,OneToMany,organization,sharedlinksetting,organizationid,organizationid,
organization_entityrecordfilter,OneToMany,organization,entityrecordfilter,organizationid,organizationid,
organization_privilegesremovalsetting,OneToMany,organization,privilegesremovalsetting,organizationid,organizationid,
organization_recordfilter,OneToMany,organization,recordfilter,organizationid,organizationid,
organization_delegatedauthorization,OneToMany,organization,delegatedauthorization,organizationid,organizationid,
organization_application,OneToMany,organization,application,organizationid,organizationid,
organization_appelement,OneToMany,organization,appelement,organizationid,organizationid,
organization_appmodulecomponentedge,OneToMany,organization,appmodulecomponentedge,organizationid,organizationid,
organization_appmodulecomponentnode,OneToMany,organization,appmodulecomponentnode,organizationid,organizationid,
organization_appsetting,OneToMany,organization,appsetting,organizationid,organizationid,
organization_appusersetting,OneToMany,organization,appusersetting,organizationid,organizationid,
organization_organizationsetting,OneToMany,organization,organizationsetting,organizationid,organizationid,
organization_settingdefinition,OneToMany,organization,settingdefinition,organizationid,organizationid,
organization_aicopilot,OneToMany,organization,aicopilot,organizationid,organizationid,
organization_aiplugintitle,OneToMany,organization,aiplugintitle,organizationid,organizationid,
organization_msdyn_helppage,OneToMany,organization,msdyn_helppage,organizationid,organizationid,
organization_msdyn_tour,OneToMany,organization,msdyn_tour,organizationid,organizationid,
organization_msdyn_appinsightsmetadata,OneToMany,organization,msdyn_appinsightsmetadata,organizationid,organizationid,
organization_msdyn_modulerundetail,OneToMany,organization,msdyn_modulerundetail,organizationid,organizationid,
organization_msdyn_workflowactionstatus,OneToMany,organization,msdyn_workflowactionstatus,organizationid,organizationid,
organization_territories,OneToMany,organization,territory,organizationid,organizationid,
organization_msdyn_federatedarticleincident,OneToMany,organization,msdyn_federatedarticleincident,organizationid,organizationid,
organization_msdyn_knowledgeconfiguration,OneToMany,organization,msdyn_knowledgeconfiguration,organizationid,organizationid,
organization_msdyn_kmpersonalizationsetting,OneToMany,organization,msdyn_kmpersonalizationsetting,organizationid,organizationid,
organization_entityclusterconfig,OneToMany,organization,entityclusterconfig,organizationid,organizationid,
organization_supportusertable,OneToMany,organization,supportusertable,organizationid,organizationid,
organization_emailaddressconfiguration,OneToMany,organization,emailaddressconfiguration,organizationid,organizationid,
organization_virtualentitymetadata,OneToMany,organization,virtualentitymetadata,organizationid,organizationid,
organization_mobileofflineprofileextension,OneToMany,organization,mobileofflineprofileextension,organizationid,organizationid,
organization_teammobileofflineprofilemembership,OneToMany,organization,teammobileofflineprofilemembership,organizationid,organizationid,
organization_usermobileofflineprofilemembership,OneToMany,organization,usermobileofflineprofilemembership,organizationid,organizationid,
organization_organizationdatasyncsubscription,OneToMany,organization,organizationdatasyncsubscription,organizationid,organizationid,
organization_organizationdatasyncsubscriptionentity,OneToMany,organization,organizationdatasyncsubscriptionentity,organizationid,organizationid,
organization_organizationdatasyncsubscriptionfnotable,OneToMany,organization,organizationdatasyncsubscriptionfnotable,organizationid,organizationid,
organization_organizationdatasyncfnostate,OneToMany,organization,organizationdatasyncfnostate,organizationid,organizationid,
organization_organizationdatasyncstate,OneToMany,organization,organizationdatasyncstate,organizationid,organizationid,
organization_bulkarchiveoperationdetail,OneToMany,organization,bulkarchiveoperationdetail,organizationid,organizationid,
organization_metadataforarchival,OneToMany,organization,metadataforarchival,organizationid,organizationid,
organization_retentionoperationdetail,OneToMany,organization,retentionoperationdetail,organizationid,organizationid,
organization_userrating,OneToMany,organization,userrating,organizationid,organizationid,
organization_msdyn_insightsstorevirtualentity,OneToMany,organization,msdyn_insightsstorevirtualentity,organizationid,organizationid,
organization_roleeditorlayout,OneToMany,organization,roleeditorlayout,organizationid,organizationid,
organization_maskingrule,OneToMany,organization,maskingrule,organizationid,organizationid,
organization_deleteditemreference,OneToMany,organization,deleteditemreference,organizationid,organizationid,
organization_recyclebinconfig,OneToMany,organization,recyclebinconfig,organizationid,organizationid,
organization_appaction,OneToMany,organization,appaction,organizationid,organizationid,
organization_appactionmigration,OneToMany,organization,appactionmigration,organizationid,organizationid,
organization_appactionrule,OneToMany,organization,appactionrule,organizationid,organizationid,
organization_sharepointmanagedidentity,OneToMany,organization,sharepointmanagedidentity,organizationid,organizationid,
organization_msdyn_solutionhealthruleset,OneToMany,organization,msdyn_solutionhealthruleset,organizationid,organizationid,
organization_mainfewshot,OneToMany,organization,mainfewshot,organizationid,organizationid,
organization_makerfewshot,OneToMany,organization,makerfewshot,organizationid,organizationid,
organization_searchattributesettings,OneToMany,organization,searchattributesettings,organizationid,organizationid,
organization_searchcustomanalyzer,OneToMany,organization,searchcustomanalyzer,organizationid,organizationid,
organization_searchrelationshipsettings,OneToMany,organization,searchrelationshipsettings,organizationid,organizationid,
organization_viewasexamplequestion,OneToMany,organization,viewasexamplequestion,organizationid,organizationid,
organization_copilotexamplequestion,OneToMany,organization,copilotexamplequestion,organizationid,organizationid,
organization_adx_externalidentity,OneToMany,organization,adx_externalidentity,organizationid,organizationid,
organization_adx_webformsession,OneToMany,organization,adx_webformsession,organizationid,organizationid,
organization_msdyn_organizationalunit,OneToMany,organization,msdyn_organizationalunit,organizationid,organizationid,
organization_msdyn_schedulingparameter,OneToMany,organization,msdyn_schedulingparameter,organizationid,organizationid,
organization_msdyn_projectparameter,OneToMany,organization,msdyn_projectparameter,organizationid,organizationid,
organization_msdyn_projectinternalconfiguration,OneToMany,organization,msdyn_projectinternalconfiguration,organizationid,organizationid,
organization_sa_suggestedaction,OneToMany,organization,sa_suggestedaction,organizationid,organizationid,
organization_sa_suggestedactioncriteria,OneToMany,organization,sa_suggestedactioncriteria,organizationid,organizationid,
organization_appentitysearchview,OneToMany,organization,appentitysearchview,organizationid,organizationid,
organization_qrt_bidpackage,OneToMany,organization,qrt_bidpackage,organizationid,organizationid,
organization_qrt_geotechreview,OneToMany,organization,qrt_geotechreview,organizationid,organizationid,
organization_qrt_scheduletasks,OneToMany,organization,qrt_scheduletasks,organizationid,organizationid,
organization_qrt_submittals,OneToMany,organization,qrt_submittals,organizationid,organizationid,
organization_qrt_taskconfiguration,OneToMany,organization,qrt_taskconfiguration,organizationid,organizationid,
organization_qrt_portfolio,OneToMany,organization,qrt_portfolio,organizationid,organizationid,
organization_qrt_icrequest,OneToMany,organization,qrt_icrequest,organizationid,organizationid,
organization_qrt_costcodes,OneToMany,organization,qrt_costcodes,organizationid,organizationid,
organization_qrt_epca,OneToMany,organization,qrt_epca,organizationid,organizationid,
organization_qrt_epcamilestones,OneToMany,organization,qrt_epcamilestones,organizationid,organizationid,
organization_qrt_agreements,OneToMany,organization,qrt_agreements,organizationid,organizationid,
organization_qrt_flowconfiguration,OneToMany,organization,qrt_flowconfiguration,organizationid,organizationid,
organization_qrt_taskrules,OneToMany,organization,qrt_taskrules,organizationid,organizationid,
organization_attributeclusterconfig,OneToMany,organization,attributeclusterconfig,organizationid,organizationid,
organization_purviewlabelinfo,OneToMany,organization,purviewlabelinfo,organizationid,organizationid,
organization_purviewlabelsynccache,OneToMany,organization,purviewlabelsynccache,organizationid,organizationid,
organization_sensitivitylabelattributemapping,OneToMany,organization,sensitivitylabelattributemapping,organizationid,organizationid,
organization_uxagentproject,OneToMany,organization,uxagentproject,organizationid,organizationid,
organization_uxagentprojectfile,OneToMany,organization,uxagentprojectfile,organizationid,organizationid,
organization_allowedmcpclient,OneToMany,organization,allowedmcpclient,organizationid,organizationid,
organizationdatasyncfnostate_SyncErrors,OneToMany,organizationdatasyncfnostate,syncerror,organizationdatasyncfnostateid,regardingobjectid,
organizationdatasyncfnostate_DuplicateMatchingRecord,OneToMany,organizationdatasyncfnostate,duplicaterecord,organizationdatasyncfnostateid,duplicaterecordid,
organizationdatasyncfnostate_DuplicateBaseRecord,OneToMany,organizationdatasyncfnostate,duplicaterecord,organizationdatasyncfnostateid,baserecordid,
organizationdatasyncfnostate_AsyncOperations,OneToMany,organizationdatasyncfnostate,asyncoperation,organizationdatasyncfnostateid,regardingobjectid,
organizationdatasyncfnostate_MailboxTrackingFolders,OneToMany,organizationdatasyncfnostate,mailboxtrackingfolder,organizationdatasyncfnostateid,regardingobjectid,
organizationdatasyncfnostate_UserEntityInstanceDatas,OneToMany,organizationdatasyncfnostate,userentityinstancedata,organizationdatasyncfnostateid,objectid,
organizationdatasyncfnostate_ProcessSession,OneToMany,organizationdatasyncfnostate,processsession,organizationdatasyncfnostateid,regardingobjectid,
organizationdatasyncfnostate_BulkDeleteFailures,OneToMany,organizationdatasyncfnostate,bulkdeletefailure,organizationdatasyncfnostateid,regardingobjectid,
organizationdatasyncfnostate_PrincipalObjectAttributeAccesses,OneToMany,organizationdatasyncfnostate,principalobjectattributeaccess,organizationdatasyncfnostateid,objectid,
organizationdatasyncfnostate_DeletedItemReferences,OneToMany,organizationdatasyncfnostate,deleteditemreference,organizationdatasyncfnostateid,deletedobject,
organizationdatasyncstate_SyncErrors,OneToMany,organizationdatasyncstate,syncerror,organizationdatasyncstateid,regardingobjectid,
organizationdatasyncstate_DuplicateMatchingRecord,OneToMany,organizationdatasyncstate,duplicaterecord,organizationdatasyncstateid,duplicaterecordid,
organizationdatasyncstate_DuplicateBaseRecord,OneToMany,organizationdatasyncstate,duplicaterecord,organizationdatasyncstateid,baserecordid,
organizationdatasyncstate_AsyncOperations,OneToMany,organizationdatasyncstate,asyncoperation,organizationdatasyncstateid,regardingobjectid,
organizationdatasyncstate_MailboxTrackingFolders,OneToMany,organizationdatasyncstate,mailboxtrackingfolder,organizationdatasyncstateid,regardingobjectid,
organizationdatasyncstate_UserEntityInstanceDatas,OneToMany,organizationdatasyncstate,userentityinstancedata,organizationdatasyncstateid,objectid,
organizationdatasyncstate_ProcessSession,OneToMany,organizationdatasyncstate,processsession,organizationdatasyncstateid,regardingobjectid,
organizationdatasyncstate_BulkDeleteFailures,OneToMany,organizationdatasyncstate,bulkdeletefailure,organizationdatasyncstateid,regardingobjectid,
organizationdatasyncstate_PrincipalObjectAttributeAccesses,OneToMany,organizationdatasyncstate,principalobjectattributeaccess,organizationdatasyncstateid,objectid,
organizationdatasyncstate_DeletedItemReferences,OneToMany,organizationdatasyncstate,deleteditemreference,organizationdatasyncstateid,deletedobject,
organizationdatasyncsubscription_SyncErrors,OneToMany,organizationdatasyncsubscription,syncerror,organizationdatasyncsubscriptionid,regardingobjectid,
organizationdatasyncsubscription_DuplicateMatchingRecord,OneToMany,organizationdatasyncsubscription,duplicaterecord,organizationdatasyncsubscriptionid,duplicaterecordid,
organizationdatasyncsubscription_DuplicateBaseRecord,OneToMany,organizationdatasyncsubscription,duplicaterecord,organizationdatasyncsubscriptionid,baserecordid,
organizationdatasyncsubscription_AsyncOperations,OneToMany,organizationdatasyncsubscription,asyncoperation,organizationdatasyncsubscriptionid,regardingobjectid,
organizationdatasyncsubscription_MailboxTrackingFolders,OneToMany,organizationdatasyncsubscription,mailboxtrackingfolder,organizationdatasyncsubscriptionid,regardingobjectid,
organizationdatasyncsubscription_UserEntityInstanceDatas,OneToMany,organizationdatasyncsubscription,userentityinstancedata,organizationdatasyncsubscriptionid,objectid,
organizationdatasyncsubscription_ProcessSession,OneToMany,organizationdatasyncsubscription,processsession,organizationdatasyncsubscriptionid,regardingobjectid,
organizationdatasyncsubscription_BulkDeleteFailures,OneToMany,organizationdatasyncsubscription,bulkdeletefailure,organizationdatasyncsubscriptionid,regardingobjectid,
organizationdatasyncsubscription_PrincipalObjectAttributeAccesses,OneToMany,organizationdatasyncsubscription,principalobjectattributeaccess,organizationdatasyncsubscriptionid,objectid,
subscription_subscriptionentity,OneToMany,organizationdatasyncsubscription,organizationdatasyncsubscriptionentity,organizationdatasyncsubscriptionid,organizationdatasyncsubscriptioid,
subscription_subscriptionentity_duplicate,OneToMany,organizationdatasyncsubscription,organizationdatasyncsubscriptionentity,organizationdatasyncsubscriptionid,organizationdatasyncsubscription,
subscription_subscriptionfnotable,OneToMany,organizationdatasyncsubscription,organizationdatasyncsubscriptionfnotable,organizationdatasyncsubscriptionid,organizationdatasyncsubscriptioid,
subscription_subscriptionfnotable_duplicate,OneToMany,organizationdatasyncsubscription,organizationdatasyncsubscriptionfnotable,organizationdatasyncsubscriptionid,organizationdatasyncsubscription,
organizationdatasyncsubscription_organizationdatasyncstate_organizationdatasyncsubscriptionid,OneToMany,organizationdatasyncsubscription,organizationdatasyncstate,organizationdatasyncsubscriptionid,organizationdatasyncsubscriptionid,
organizationdatasyncsubscription_organizationdatasyncfnostate_organizationdatasyncsubscriptionid,OneToMany,organizationdatasyncsubscription,organizationdatasyncfnostate,organizationdatasyncsubscriptionid,organizationdatasyncsubscriptionid,
organizationdatasyncsubscription_DeletedItemReferences,OneToMany,organizationdatasyncsubscription,deleteditemreference,organizationdatasyncsubscriptionid,deletedobject,
organizationdatasyncsubscriptionentity_SyncErrors,OneToMany,organizationdatasyncsubscriptionentity,syncerror,organizationdatasyncsubscriptionentityid,regardingobjectid,
organizationdatasyncsubscriptionentity_DuplicateMatchingRecord,OneToMany,organizationdatasyncsubscriptionentity,duplicaterecord,organizationdatasyncsubscriptionentityid,duplicaterecordid,
organizationdatasyncsubscriptionentity_DuplicateBaseRecord,OneToMany,organizationdatasyncsubscriptionentity,duplicaterecord,organizationdatasyncsubscriptionentityid,baserecordid,
organizationdatasyncsubscriptionentity_AsyncOperations,OneToMany,organizationdatasyncsubscriptionentity,asyncoperation,organizationdatasyncsubscriptionentityid,regardingobjectid,
organizationdatasyncsubscriptionentity_MailboxTrackingFolders,OneToMany,organizationdatasyncsubscriptionentity,mailboxtrackingfolder,organizationdatasyncsubscriptionentityid,regardingobjectid,
organizationdatasyncsubscriptionentity_UserEntityInstanceDatas,OneToMany,organizationdatasyncsubscriptionentity,userentityinstancedata,organizationdatasyncsubscriptionentityid,objectid,
organizationdatasyncsubscriptionentity_ProcessSession,OneToMany,organizationdatasyncsubscriptionentity,processsession,organizationdatasyncsubscriptionentityid,regardingobjectid,
organizationdatasyncsubscriptionentity_BulkDeleteFailures,OneToMany,organizationdatasyncsubscriptionentity,bulkdeletefailure,organizationdatasyncsubscriptionentityid,regardingobjectid,
organizationdatasyncsubscriptionentity_PrincipalObjectAttributeAccesses,OneToMany,organizationdatasyncsubscriptionentity,principalobjectattributeaccess,organizationdatasyncsubscriptionentityid,objectid,
organizationdatasyncsubscriptionentity_organizationdatasyncstate_entityname,OneToMany,organizationdatasyncsubscriptionentity,organizationdatasyncstate,organizationdatasyncsubscriptionentityid,entityname,
organizationdatasyncsubscriptionentity_DeletedItemReferences,OneToMany,organizationdatasyncsubscriptionentity,deleteditemreference,organizationdatasyncsubscriptionentityid,deletedobject,
organizationdatasyncsubscriptionfnotable_SyncErrors,OneToMany,organizationdatasyncsubscriptionfnotable,syncerror,organizationdatasyncsubscriptionfnotableid,regardingobjectid,
organizationdatasyncsubscriptionfnotable_DuplicateMatchingRecord,OneToMany,organizationdatasyncsubscriptionfnotable,duplicaterecord,organizationdatasyncsubscriptionfnotableid,duplicaterecordid,
organizationdatasyncsubscriptionfnotable_DuplicateBaseRecord,OneToMany,organizationdatasyncsubscriptionfnotable,duplicaterecord,organizationdatasyncsubscriptionfnotableid,baserecordid,
organizationdatasyncsubscriptionfnotable_AsyncOperations,OneToMany,organizationdatasyncsubscriptionfnotable,asyncoperation,organizationdatasyncsubscriptionfnotableid,regardingobjectid,
organizationdatasyncsubscriptionfnotable_MailboxTrackingFolders,OneToMany,organizationdatasyncsubscriptionfnotable,mailboxtrackingfolder,organizationdatasyncsubscriptionfnotableid,regardingobjectid,
organizationdatasyncsubscriptionfnotable_UserEntityInstanceDatas,OneToMany,organizationdatasyncsubscriptionfnotable,userentityinstancedata,organizationdatasyncsubscriptionfnotableid,objectid,
organizationdatasyncsubscriptionfnotable_ProcessSession,OneToMany,organizationdatasyncsubscriptionfnotable,processsession,organizationdatasyncsubscriptionfnotableid,regardingobjectid,
organizationdatasyncsubscriptionfnotable_BulkDeleteFailures,OneToMany,organizationdatasyncsubscriptionfnotable,bulkdeletefailure,organizationdatasyncsubscriptionfnotableid,regardingobjectid,
organizationdatasyncsubscriptionfnotable_PrincipalObjectAttributeAccesses,OneToMany,organizationdatasyncsubscriptionfnotable,principalobjectattributeaccess,organizationdatasyncsubscriptionfnotableid,objectid,
organizationdatasyncsubscriptionfnotable_organizationdatasyncfnostate_entityname,OneToMany,organizationdatasyncsubscriptionfnotable,organizationdatasyncfnostate,organizationdatasyncsubscriptionfnotableid,entityname,
organizationdatasyncsubscriptionfnotable_DeletedItemReferences,OneToMany,organizationdatasyncsubscriptionfnotable,deleteditemreference,organizationdatasyncsubscriptionfnotableid,deletedobject,
organizationsetting_SyncErrors,OneToMany,organizationsetting,syncerror,organizationsettingid,regardingobjectid,
organizationsetting_AsyncOperations,OneToMany,organizationsetting,asyncoperation,organizationsettingid,regardingobjectid,
organizationsetting_MailboxTrackingFolders,OneToMany,organizationsetting,mailboxtrackingfolder,organizationsettingid,regardingobjectid,
organizationsetting_UserEntityInstanceDatas,OneToMany,organizationsetting,userentityinstancedata,organizationsettingid,objectid,
organizationsetting_ProcessSession,OneToMany,organizationsetting,processsession,organizationsettingid,regardingobjectid,
organizationsetting_BulkDeleteFailures,OneToMany,organizationsetting,bulkdeletefailure,organizationsettingid,regardingobjectid,
organizationsetting_PrincipalObjectAttributeAccesses,OneToMany,organizationsetting,principalobjectattributeaccess,organizationsettingid,objectid,
userentityinstancedata_organizationstatistic,OneToMany,organizationstatistic,userentityinstancedata,organizationstatisticid,objectid,
organizationstatistic_DeletedItemReferences,OneToMany,organizationstatistic,deleteditemreference,organizationstatisticid,deletedobject,
orginsightsmetric_DeletedItemReferences,OneToMany,orginsightsmetric,deleteditemreference,orginsightsmetricid,deletedobject,
orginsightsnotification_DeletedItemReferences,OneToMany,orginsightsnotification,deleteditemreference,orginsightsnotificationid,deletedobject,
owner_principalattributeaccessmap,OneToMany,owner,principalattributeaccessmap,ownerid,principalid,
owner_interactionforemail,OneToMany,owner,interactionforemail,ownerid,ownerid,
owner_knowledgearticle,OneToMany,owner,knowledgearticle,ownerid,ownerid,
owner_sharepointsite,OneToMany,owner,sharepointsite,ownerid,ownerid,
owner_sharepointdocumentlocation,OneToMany,owner,sharepointdocumentlocation,ownerid,ownerid,
owner_goal,OneToMany,owner,goal,ownerid,ownerid,
owner_channelaccessprofile,OneToMany,owner,channelaccessprofile,ownerid,ownerid,
