SchemaName,Type,SourceEntity,TargetEntity,SourceAttribute,TargetAttribute,IntersectEntity
qrt_incentiveprogram_account,OneToMany,account,qrt_incentiveprogram,accountid,qrt_account,
qrt_msdyn_project_account,OneToMany,account,msdyn_project,accountid,qrt_account,
qrt_msdyn_project_activeaccount,OneToMany,account,msdyn_project,accountid,qrt_activeaccount,
qrt_msdyn_project_civilengineer,OneToMany,account,msdyn_project,accountid,qrt_civilengineer,
qrt_msdyn_project_currentlandowner,OneToMany,account,msdyn_project,accountid,qrt_currentlandowner,
qrt_msdyn_project_electricalcontractor,OneToMany,account,msdyn_project,accountid,qrt_electricalcontractor,
qrt_msdyn_project_electricalengineer,OneToMany,account,msdyn_project,accountid,qrt_electricalengineer,
qrt_msdyn_project_epccontractor,OneToMany,account,msdyn_project,accountid,qrt_epccontractor,
qrt_msdyn_project_fencingcontractor,OneToMany,account,msdyn_project,accountid,qrt_fencingcontractor,
qrt_msdyn_project_loanfinancingpartner,OneToMany,account,msdyn_project,accountid,qrt_loanfinancingpartner,
qrt_msdyn_project_miscellaneouscontractor,OneToMany,account,msdyn_project,accountid,qrt_miscellaneouscontractor,
qrt_msdyn_project_offtaker,OneToMany,account,msdyn_project,accountid,qrt_offtaker,
qrt_msdyn_project_omvendor,OneToMany,account,msdyn_project,accountid,qrt_omvendor,
qrt_msdyn_project_originallandowner,OneToMany,account,msdyn_project,accountid,qrt_originallandowner,
qrt_msdyn_project_structuralcontractor,OneToMany,account,msdyn_project,accountid,qrt_structuralcontractor,
qrt_msdyn_project_taxfinancingpartner,OneToMany,account,msdyn_project,accountid,qrt_taxfinancingpartner,
qrt_msdyn_project_thirdpartyqaqc_account,OneToMany,account,msdyn_project,accountid,qrt_thirdpartyqaqc,
qrt_msdyn_project_utility,OneToMany,account,msdyn_project,accountid,qrt_utility,
qrt_permits_account,OneToMany,account,qrt_permits,accountid,qrt_account,
Account_BulkDeleteFailures,OneToMany,account,bulkdeletefailure,accountid,regardingobjectid,
qrt_procurementrequests_vendor_account,OneToMany,account,qrt_procurementrequests,accountid,qrt_vendor,
qrt_studies_account,OneToMany,account,qrt_studies,accountid,qrt_account,
qrt_submittals_ReceivedFrom_account,OneToMany,account,qrt_submittals,accountid,qrt_receivedfrom,
qrt_titleandalta_account,OneToMany,account,qrt_titleandalta,accountid,qrt_account,
qrt_agreements_Account_account,OneToMany,account,qrt_agreements,accountid,qrt_account,
Account_Phonecalls,OneToMany,account,phonecall,accountid,regardingobjectid,
Account_CustomerAddress,OneToMany,account,customeraddress,accountid,parentid,
account_qrt_ScheduleRequestses,OneToMany,account,qrt_schedulerequests,accountid,regardingobjectid,
qrt_icrequest_Account_account,OneToMany,account,qrt_icrequest,accountid,qrt_account,
Account_SharepointDocumentLocation,OneToMany,account,sharepointdocumentlocation,accountid,regardingobjectid,
SocialActivity_PostAuthor_accounts,OneToMany,account,socialactivity,accountid,postauthor,
Account_Email_EmailSender,OneToMany,account,email,accountid,emailsender,
Account_ProcessSessions,OneToMany,account,processsession,accountid,regardingobjectid,
account_PostRegardings,OneToMany,account,postregarding,accountid,regardingobjectid,
account_qrt_AOSSuggestionBoxes,OneToMany,account,qrt_aossuggestionbox,accountid,regardingobjectid,
account_parent_account,OneToMany,account,account,accountid,parentaccountid,
Account_Tasks,OneToMany,account,task,accountid,regardingobjectid,
account_DeletedItemReferences,OneToMany,account,deleteditemreference,accountid,deletedobject,
account_bookableresource_AccountId,OneToMany,account,bookableresource,accountid,accountid,
account_principalobjectattributeaccess,OneToMany,account,principalobjectattributeaccess,accountid,objectid,
Socialprofile_customer_accounts,OneToMany,account,socialprofile,accountid,customerid,
Account_AsyncOperations,OneToMany,account,asyncoperation,accountid,regardingobjectid,
qrt_financerequests_Account_account,OneToMany,account,qrt_financerequests,accountid,qrt_account,
qrt_financerequests_Utility_account,OneToMany,account,qrt_financerequests,accountid,qrt_utility,
account_connections1,OneToMany,account,connection,accountid,record1id,
account_actioncard,OneToMany,account,actioncard,accountid,regardingobjectid,
Account_Email_SendersAccount,OneToMany,account,email,accountid,sendersaccount,
userentityinstancedata_account,OneToMany,account,userentityinstancedata,accountid,objectid,
Account_Faxes,OneToMany,account,fax,accountid,regardingobjectid,
Account_MailboxTrackingFolder,OneToMany,account,mailboxtrackingfolder,accountid,regardingobjectid,
account_activity_parties,OneToMany,account,activityparty,accountid,partyid,
account_PostFollows,OneToMany,account,postfollow,accountid,regardingobjectid,
msa_account_managingpartner,OneToMany,account,account,accountid,msa_managingpartnerid,
msa_contact_managingpartner,OneToMany,account,contact,accountid,msa_managingpartnerid,
account_qrt_assetmanagementrequestses,OneToMany,account,qrt_assetmanagementrequests,accountid,regardingobjectid,
account_PostRoles,OneToMany,account,postrole,accountid,regardingobjectid,
account_qrt_bidissuances,OneToMany,account,qrt_bidissuance,accountid,regardingobjectid,
Account_Letters,OneToMany,account,letter,accountid,regardingobjectid,
account_qrt_constructionrequestses,OneToMany,account,qrt_constructionrequests,accountid,regardingobjectid,
Account_Annotation,OneToMany,account,annotation,accountid,objectid,
Account_DuplicateMatchingRecord,OneToMany,account,duplicaterecord,accountid,duplicaterecordid,
Account_DuplicateBaseRecord,OneToMany,account,duplicaterecord,accountid,baserecordid,
account_qrt_designrequestses,OneToMany,account,qrt_designrequests,accountid,regardingobjectid,
account_qrt_developmentrequestses,OneToMany,account,qrt_developmentrequests,accountid,regardingobjectid,
account_adx_inviteredemptions,OneToMany,account,adx_inviteredemption,accountid,regardingobjectid,
account_adx_portalcomments,OneToMany,account,adx_portalcomment,accountid,regardingobjectid,
account_qrt_engineeringrequestses,OneToMany,account,qrt_engineeringrequests,accountid,regardingobjectid,
adx_invitation_assigntoaccount,OneToMany,account,adx_invitation,accountid,adx_assigntoaccount,
Account_Emails,OneToMany,account,email,accountid,regardingobjectid,
account_qrt_estimateresquestses,OneToMany,account,qrt_estimateresquests,accountid,regardingobjectid,
account_chats,OneToMany,account,chat,accountid,regardingobjectid,
account_qrt_financerequestses,OneToMany,account,qrt_financerequests,accountid,regardingobjectid,
slakpiinstance_account,OneToMany,account,slakpiinstance,accountid,regarding,
qrt_costcodes_Account_account,OneToMany,account,qrt_costcodes,accountid,qrt_account,
account_customer_relationship_partner,OneToMany,account,customerrelationship,accountid,partnerid,
account_qrt_legalrequestses,OneToMany,account,qrt_legalrequests,accountid,regardingobjectid,
account_connections2,OneToMany,account,connection,accountid,record2id,
account_qrt_procurementrequestses,OneToMany,account,qrt_procurementrequests,accountid,regardingobjectid,
account_msdyn_bookingalerts,OneToMany,account,msdyn_bookingalert,accountid,regardingobjectid,
Account_Appointments,OneToMany,account,appointment,accountid,regardingobjectid,
Account_SocialActivities,OneToMany,account,socialactivity,accountid,regardingobjectid,
Account_SharepointDocument,OneToMany,account,sharepointdocument,accountid,regardingobjectid,
Account_SyncErrors,OneToMany,account,syncerror,accountid,regardingobjectid,
qrt_financerequests_CoDeveloper_account,OneToMany,account,qrt_financerequests,accountid,qrt_codeveloper,
SocialActivity_PostAuthorAccount_accounts,OneToMany,account,socialactivity,accountid,postauthoraccount,
Account_RecurringAppointmentMasters,OneToMany,account,recurringappointmentmaster,accountid,regardingobjectid,
Account_ActivityPointers,OneToMany,account,activitypointer,accountid,regardingobjectid,
qrt_assetcontract_bscounterparty,OneToMany,account,qrt_assetcontract,accountid,qrt_bscounterparty,
qrt_contact_Account_account,OneToMany,account,contact,accountid,qrt_account,
qrt_portfolio_Account_account,OneToMany,account,qrt_portfolio,accountid,qrt_account,
account_master_account,OneToMany,account,account,accountid,masterid,
account_customer_relationship_customer,OneToMany,account,customerrelationship,accountid,customerid,
contact_customer_accounts,OneToMany,account,contact,accountid,parentcustomerid,
qrt_equipmentskuquotes_vendor,OneToMany,account,qrt_equipmentskuquotes,accountid,qrt_vendor,
qrt_equipmentskus_account,OneToMany,account,qrt_equipmentskus,accountid,qrt_account,
aciviewmapper_DeletedItemReferences,OneToMany,aciviewmapper,deleteditemreference,aciviewmapperid,deletedobject,
ActionCardUserState_ActionCard,OneToMany,actioncard,actioncarduserstate,actioncardid,actioncardid,
actioncard_DeletedItemReferences,OneToMany,actioncard,deleteditemreference,actioncardid,deletedobject,
actioncardusersettings_DeletedItemReferences,OneToMany,actioncardusersettings,deleteditemreference,actioncardusersettingsid,deletedobject,
actioncarduserstate_DeletedItemReferences,OneToMany,actioncarduserstate,deleteditemreference,actioncarduserstateid,deletedobject,
activityfileattachment_SyncErrors,OneToMany,activityfileattachment,syncerror,activityfileattachmentid,regardingobjectid,
activityfileattachment_DuplicateMatchingRecord,OneToMany,activityfileattachment,duplicaterecord,activityfileattachmentid,duplicaterecordid,
activityfileattachment_DuplicateBaseRecord,OneToMany,activityfileattachment,duplicaterecord,activityfileattachmentid,baserecordid,
activityfileattachment_AsyncOperations,OneToMany,activityfileattachment,asyncoperation,activityfileattachmentid,regardingobjectid,
activityfileattachment_MailboxTrackingFolders,OneToMany,activityfileattachment,mailboxtrackingfolder,activityfileattachmentid,regardingobjectid,
activityfileattachment_UserEntityInstanceDatas,OneToMany,activityfileattachment,userentityinstancedata,activityfileattachmentid,objectid,
activityfileattachment_ProcessSession,OneToMany,activityfileattachment,processsession,activityfileattachmentid,regardingobjectid,
activityfileattachment_BulkDeleteFailures,OneToMany,activityfileattachment,bulkdeletefailure,activityfileattachmentid,regardingobjectid,
activityfileattachment_PrincipalObjectAttributeAccesses,OneToMany,activityfileattachment,principalobjectattributeaccess,activityfileattachmentid,objectid,
activityfileattachment_FileAttachments,OneToMany,activityfileattachment,fileattachment,activityfileattachmentid,objectid,
userentityinstancedata_activitymimeattachment,OneToMany,activitymimeattachment,userentityinstancedata,activitymimeattachmentid,objectid,
activitymimeattachment_DeletedItemReferences,OneToMany,activitymimeattachment,deleteditemreference,activitymimeattachmentid,deletedobject,
ActivityMimeAttachment_SyncErrors,OneToMany,activitymimeattachment,syncerror,activitymimeattachmentid,regardingobjectid,
ActivityMimeAttachment_BulkDeleteFailures,OneToMany,activitymimeattachment,bulkdeletefailure,activitymimeattachmentid,regardingobjectid,
ActivityMimeAttachment_AsyncOperations,OneToMany,activitymimeattachment,asyncoperation,activitymimeattachmentid,regardingobjectid,
userentityinstancedata_activityparty,OneToMany,activityparty,userentityinstancedata,activitypartyid,objectid,
activityparty_DeletedItemReferences,OneToMany,activityparty,deleteditemreference,activitypartyid,deletedobject,
ActivityParty_SyncErrors,OneToMany,activityparty,syncerror,activitypartyid,regardingobjectid,
activity_pointer_letter,OneToMany,activitypointer,letter,activityid,activityid,
activity_pointer_fax,OneToMany,activitypointer,fax,activityid,activityid,
activitypointer_activity_parties,OneToMany,activitypointer,activityparty,activityid,activityid,
activity_pointer_qrt_ScheduleRequests,OneToMany,activitypointer,qrt_schedulerequests,activityid,activityid,
activity_pointer_qrt_AOSSuggestionBox,OneToMany,activitypointer,qrt_aossuggestionbox,activityid,activityid,
ActivityPointer_BulkDeleteFailures,OneToMany,activitypointer,bulkdeletefailure,activityid,regardingobjectid,
activitypointer_DeletedItemReferences,OneToMany,activitypointer,deleteditemreference,activityid,deletedobject,
ActivityPointer_QueueItem,OneToMany,activitypointer,queueitem,activityid,objectid,
activity_pointer_email,OneToMany,activitypointer,email,activityid,activityid,
activity_pointer_email_hash,OneToMany,activitypointer,emailhash,activityid,activityid,
activity_pointer_appointment,OneToMany,activitypointer,appointment,activityid,activityid,
activity_pointer_socialactivity,OneToMany,activitypointer,socialactivity,activityid,activityid,
activity_pointer_qrt_assetmanagementrequests,OneToMany,activitypointer,qrt_assetmanagementrequests,activityid,activityid,
activitypointer_FileAttachments,OneToMany,activitypointer,fileattachment,activityid,objectid,
activity_pointer_qrt_bidissuance,OneToMany,activitypointer,qrt_bidissuance,activityid,activityid,
activity_pointer_qrt_constructionrequests,OneToMany,activitypointer,qrt_constructionrequests,activityid,activityid,
activity_pointer_qrt_designrequests,OneToMany,activitypointer,qrt_designrequests,activityid,activityid,
activity_pointer_qrt_developmentrequests,OneToMany,activitypointer,qrt_developmentrequests,activityid,activityid,
activity_pointer_adx_inviteredemption,OneToMany,activitypointer,adx_inviteredemption,activityid,activityid,
activity_pointer_adx_portalcomment,OneToMany,activitypointer,adx_portalcomment,activityid,activityid,
activity_pointer_qrt_engineeringrequests,OneToMany,activitypointer,qrt_engineeringrequests,activityid,activityid,
activity_pointer_qrt_estimateresquests,OneToMany,activitypointer,qrt_estimateresquests,activityid,activityid,
slakpiinstance_activitypointer,OneToMany,activitypointer,slakpiinstance,activityid,regarding,
activity_pointer_activity_mime_attachment,OneToMany,activitypointer,activitymimeattachment,activityid,objectid,
activity_pointer_chat,OneToMany,activitypointer,chat,activityid,activityid,
activity_pointer_qrt_financerequests,OneToMany,activitypointer,qrt_financerequests,activityid,activityid,
activitypointer_connections1,OneToMany,activitypointer,connection,activityid,record1id,
activity_pointer_phonecall,OneToMany,activitypointer,phonecall,activityid,activityid,
activity_pointer_recurrencerule,OneToMany,activitypointer,recurrencerule,activityid,objectid,
activity_pointer_qrt_legalrequests,OneToMany,activitypointer,qrt_legalrequests,activityid,activityid,
activity_pointer_qrt_procurementrequests,OneToMany,activitypointer,qrt_procurementrequests,activityid,activityid,
activity_pointer_msdyn_bookingalert,OneToMany,activitypointer,msdyn_bookingalert,activityid,activityid,
activity_pointer_recurringappointmentmaster,OneToMany,activitypointer,recurringappointmentmaster,activityid,activityid,
activitypointer_connections2,OneToMany,activitypointer,connection,activityid,record2id,
ActivityPointer_AsyncOperations,OneToMany,activitypointer,asyncoperation,activityid,regardingobjectid,
activity_pointer_task,OneToMany,activitypointer,task,activityid,activityid,
advancedsimilarityrule_textanalyticsentitymapping,OneToMany,advancedsimilarityrule,textanalyticsentitymapping,advancedsimilarityruleid,advancedsimilarityruleid,
adx_externalidentity_DeletedItemReferences,OneToMany,adx_externalidentity,deleteditemreference,adx_externalidentityid,deletedobject,
adx_externalidentity_SyncErrors,OneToMany,adx_externalidentity,syncerror,adx_externalidentityid,regardingobjectid,
adx_externalidentity_AsyncOperations,OneToMany,adx_externalidentity,asyncoperation,adx_externalidentityid,regardingobjectid,
adx_externalidentity_MailboxTrackingFolders,OneToMany,adx_externalidentity,mailboxtrackingfolder,adx_externalidentityid,regardingobjectid,
adx_externalidentity_UserEntityInstanceDatas,OneToMany,adx_externalidentity,userentityinstancedata,adx_externalidentityid,objectid,
adx_externalidentity_ProcessSession,OneToMany,adx_externalidentity,processsession,adx_externalidentityid,regardingobjectid,
adx_externalidentity_BulkDeleteFailures,OneToMany,adx_externalidentity,bulkdeletefailure,adx_externalidentityid,regardingobjectid,
adx_externalidentity_PrincipalObjectAttributeAccesses,OneToMany,adx_externalidentity,principalobjectattributeaccess,adx_externalidentityid,objectid,
adx_invitation_qrt_ScheduleRequestses,OneToMany,adx_invitation,qrt_schedulerequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_AOSSuggestionBoxes,OneToMany,adx_invitation,qrt_aossuggestionbox,adx_invitationid,regardingobjectid,
adx_invitation_DeletedItemReferences,OneToMany,adx_invitation,deleteditemreference,adx_invitationid,deletedobject,
adx_invitation_qrt_assetmanagementrequestses,OneToMany,adx_invitation,qrt_assetmanagementrequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_bidissuances,OneToMany,adx_invitation,qrt_bidissuance,adx_invitationid,regardingobjectid,
adx_invitation_qrt_constructionrequestses,OneToMany,adx_invitation,qrt_constructionrequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_designrequestses,OneToMany,adx_invitation,qrt_designrequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_developmentrequestses,OneToMany,adx_invitation,qrt_developmentrequests,adx_invitationid,regardingobjectid,
adx_invitation_ActivityPointers,OneToMany,adx_invitation,activitypointer,adx_invitationid,regardingobjectid,
adx_invitation_chats,OneToMany,adx_invitation,chat,adx_invitationid,regardingobjectid,
adx_invitation_SyncErrors,OneToMany,adx_invitation,syncerror,adx_invitationid,regardingobjectid,
adx_invitation_DuplicateMatchingRecord,OneToMany,adx_invitation,duplicaterecord,adx_invitationid,duplicaterecordid,
adx_invitation_DuplicateBaseRecord,OneToMany,adx_invitation,duplicaterecord,adx_invitationid,baserecordid,
adx_invitation_AsyncOperations,OneToMany,adx_invitation,asyncoperation,adx_invitationid,regardingobjectid,
adx_invitation_MailboxTrackingFolders,OneToMany,adx_invitation,mailboxtrackingfolder,adx_invitationid,regardingobjectid,
adx_invitation_UserEntityInstanceDatas,OneToMany,adx_invitation,userentityinstancedata,adx_invitationid,objectid,
adx_invitation_ProcessSession,OneToMany,adx_invitation,processsession,adx_invitationid,regardingobjectid,
adx_invitation_BulkDeleteFailures,OneToMany,adx_invitation,bulkdeletefailure,adx_invitationid,regardingobjectid,
adx_invitation_PrincipalObjectAttributeAccesses,OneToMany,adx_invitation,principalobjectattributeaccess,adx_invitationid,objectid,
adx_invitation_Appointments,OneToMany,adx_invitation,appointment,adx_invitationid,regardingobjectid,
adx_invitation_Emails,OneToMany,adx_invitation,email,adx_invitationid,regardingobjectid,
adx_invitation_Faxes,OneToMany,adx_invitation,fax,adx_invitationid,regardingobjectid,
adx_invitation_Letters,OneToMany,adx_invitation,letter,adx_invitationid,regardingobjectid,
adx_invitation_PhoneCalls,OneToMany,adx_invitation,phonecall,adx_invitationid,regardingobjectid,
adx_invitation_Tasks,OneToMany,adx_invitation,task,adx_invitationid,regardingobjectid,
adx_invitation_RecurringAppointmentMasters,OneToMany,adx_invitation,recurringappointmentmaster,adx_invitationid,regardingobjectid,
adx_invitation_SocialActivities,OneToMany,adx_invitation,socialactivity,adx_invitationid,regardingobjectid,
adx_invitation_connections1,OneToMany,adx_invitation,connection,adx_invitationid,record1id,
adx_invitation_connections2,OneToMany,adx_invitation,connection,adx_invitationid,record2id,
adx_invitation_Annotations,OneToMany,adx_invitation,annotation,adx_invitationid,objectid,
adx_invitation_adx_inviteredemptions,OneToMany,adx_invitation,adx_inviteredemption,adx_invitationid,regardingobjectid,
adx_invitation_adx_portalcomments,OneToMany,adx_invitation,adx_portalcomment,adx_invitationid,regardingobjectid,
adx_invitation_qrt_engineeringrequestses,OneToMany,adx_invitation,qrt_engineeringrequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_estimateresquestses,OneToMany,adx_invitation,qrt_estimateresquests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_financerequestses,OneToMany,adx_invitation,qrt_financerequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_legalrequestses,OneToMany,adx_invitation,qrt_legalrequests,adx_invitationid,regardingobjectid,
adx_invitation_qrt_procurementrequestses,OneToMany,adx_invitation,qrt_procurementrequests,adx_invitationid,regardingobjectid,
adx_invitation_msdyn_bookingalerts,OneToMany,adx_invitation,msdyn_bookingalert,adx_invitationid,regardingobjectid,
adx_invitation_invitecontacts_DeletedItemReferences,OneToMany,adx_invitation_invitecontacts,deleteditemreference,adx_invitation_invitecontactsid,deletedobject,
adx_invitation_mspp_webrole_powerpagecomponent_DeletedItemReferences,OneToMany,adx_invitation_mspp_webrole_powerpagecomponent,deleteditemreference,adx_invitation_mspp_webrole_powerpagecomponentid,deletedobject,
adx_invitation_redeemedcontacts_DeletedItemReferences,OneToMany,adx_invitation_redeemedcontacts,deleteditemreference,adx_invitation_redeemedcontactsid,deletedobject,
adx_inviteredemption_DeletedItemReferences,OneToMany,adx_inviteredemption,deleteditemreference,activityid,deletedobject,
adx_inviteredemption_activity_parties,OneToMany,adx_inviteredemption,activityparty,activityid,activityid,
adx_inviteredemption_ActionCards,OneToMany,adx_inviteredemption,actioncard,activityid,regardingobjectid,
adx_inviteredemption_SyncErrors,OneToMany,adx_inviteredemption,syncerror,activityid,regardingobjectid,
adx_inviteredemption_DuplicateMatchingRecord,OneToMany,adx_inviteredemption,duplicaterecord,activityid,duplicaterecordid,
adx_inviteredemption_DuplicateBaseRecord,OneToMany,adx_inviteredemption,duplicaterecord,activityid,baserecordid,
adx_inviteredemption_AsyncOperations,OneToMany,adx_inviteredemption,asyncoperation,activityid,regardingobjectid,
adx_inviteredemption_MailboxTrackingFolders,OneToMany,adx_inviteredemption,mailboxtrackingfolder,activityid,regardingobjectid,
adx_inviteredemption_UserEntityInstanceDatas,OneToMany,adx_inviteredemption,userentityinstancedata,activityid,objectid,
adx_inviteredemption_ProcessSession,OneToMany,adx_inviteredemption,processsession,activityid,regardingobjectid,
adx_inviteredemption_BulkDeleteFailures,OneToMany,adx_inviteredemption,bulkdeletefailure,activityid,regardingobjectid,
adx_inviteredemption_PrincipalObjectAttributeAccesses,OneToMany,adx_inviteredemption,principalobjectattributeaccess,activityid,objectid,
adx_inviteredemption_connections1,OneToMany,adx_inviteredemption,connection,activityid,record1id,
adx_inviteredemption_connections2,OneToMany,adx_inviteredemption,connection,activityid,record2id,
adx_inviteredemption_QueueItems,OneToMany,adx_inviteredemption,queueitem,activityid,objectid,
adx_inviteredemption_Annotations,OneToMany,adx_inviteredemption,annotation,activityid,objectid,
adx_kbarticle_kbarticle_DeletedItemReferences,OneToMany,adx_kbarticle_kbarticle,deleteditemreference,adx_kbarticle_kbarticleid,deletedobject,
adx_portalcomment_DeletedItemReferences,OneToMany,adx_portalcomment,deleteditemreference,activityid,deletedobject,
adx_portalcomment_activity_parties,OneToMany,adx_portalcomment,activityparty,activityid,activityid,
adx_portalcomment_ActionCards,OneToMany,adx_portalcomment,actioncard,activityid,regardingobjectid,
adx_portalcomment_SyncErrors,OneToMany,adx_portalcomment,syncerror,activityid,regardingobjectid,
adx_portalcomment_SharePointDocumentLocations,OneToMany,adx_portalcomment,sharepointdocumentlocation,activityid,regardingobjectid,
adx_portalcomment_SharePointDocuments,OneToMany,adx_portalcomment,sharepointdocument,activityid,regardingobjectid,
adx_portalcomment_AsyncOperations,OneToMany,adx_portalcomment,asyncoperation,activityid,regardingobjectid,
adx_portalcomment_MailboxTrackingFolders,OneToMany,adx_portalcomment,mailboxtrackingfolder,activityid,regardingobjectid,
adx_portalcomment_UserEntityInstanceDatas,OneToMany,adx_portalcomment,userentityinstancedata,activityid,objectid,
adx_portalcomment_ProcessSession,OneToMany,adx_portalcomment,processsession,activityid,regardingobjectid,
adx_portalcomment_BulkDeleteFailures,OneToMany,adx_portalcomment,bulkdeletefailure,activityid,regardingobjectid,
adx_portalcomment_PrincipalObjectAttributeAccesses,OneToMany,adx_portalcomment,principalobjectattributeaccess,activityid,objectid,
adx_portalcomment_QueueItems,OneToMany,adx_portalcomment,queueitem,activityid,objectid,
adx_portalcomment_Annotations,OneToMany,adx_portalcomment,annotation,activityid,objectid,
adx_setting_DeletedItemReferences,OneToMany,adx_setting,deleteditemreference,adx_settingid,deletedobject,
adx_setting_SyncErrors,OneToMany,adx_setting,syncerror,adx_settingid,regardingobjectid,
adx_setting_AsyncOperations,OneToMany,adx_setting,asyncoperation,adx_settingid,regardingobjectid,
adx_setting_MailboxTrackingFolders,OneToMany,adx_setting,mailboxtrackingfolder,adx_settingid,regardingobjectid,
adx_setting_UserEntityInstanceDatas,OneToMany,adx_setting,userentityinstancedata,adx_settingid,objectid,
adx_setting_ProcessSession,OneToMany,adx_setting,processsession,adx_settingid,regardingobjectid,
adx_setting_BulkDeleteFailures,OneToMany,adx_setting,bulkdeletefailure,adx_settingid,regardingobjectid,
adx_setting_PrincipalObjectAttributeAccesses,OneToMany,adx_setting,principalobjectattributeaccess,adx_settingid,objectid,
adx_webformsession_DeletedItemReferences,OneToMany,adx_webformsession,deleteditemreference,adx_webformsessionid,deletedobject,
adx_webformsession_SyncErrors,OneToMany,adx_webformsession,syncerror,adx_webformsessionid,regardingobjectid,
adx_webformsession_AsyncOperations,OneToMany,adx_webformsession,asyncoperation,adx_webformsessionid,regardingobjectid,
adx_webformsession_MailboxTrackingFolders,OneToMany,adx_webformsession,mailboxtrackingfolder,adx_webformsessionid,regardingobjectid,
adx_webformsession_UserEntityInstanceDatas,OneToMany,adx_webformsession,userentityinstancedata,adx_webformsessionid,objectid,
adx_webformsession_ProcessSession,OneToMany,adx_webformsession,processsession,adx_webformsessionid,regardingobjectid,
adx_webformsession_BulkDeleteFailures,OneToMany,adx_webformsession,bulkdeletefailure,adx_webformsessionid,regardingobjectid,
adx_webformsession_PrincipalObjectAttributeAccesses,OneToMany,adx_webformsession,principalobjectattributeaccess,adx_webformsessionid,objectid,
agentconversationmessage_SyncErrors,OneToMany,agentconversationmessage,syncerror,agentconversationmessageid,regardingobjectid,
agentconversationmessage_AsyncOperations,OneToMany,agentconversationmessage,asyncoperation,agentconversationmessageid,regardingobjectid,
agentconversationmessage_MailboxTrackingFolders,OneToMany,agentconversationmessage,mailboxtrackingfolder,agentconversationmessageid,regardingobjectid,
agentconversationmessage_UserEntityInstanceDatas,OneToMany,agentconversationmessage,userentityinstancedata,agentconversationmessageid,objectid,
agentconversationmessage_ProcessSession,OneToMany,agentconversationmessage,processsession,agentconversationmessageid,regardingobjectid,
agentconversationmessage_BulkDeleteFailures,OneToMany,agentconversationmessage,bulkdeletefailure,agentconversationmessageid,regardingobjectid,
agentconversationmessage_PrincipalObjectAttributeAccesses,OneToMany,agentconversationmessage,principalobjectattributeaccess,agentconversationmessageid,objectid,
agentconversationmessage_DeletedItemReferences,OneToMany,agentconversationmessage,deleteditemreference,agentconversationmessageid,deletedobject,
agentconversationmessage_agentconversationmessagefile_agentconversationmessageid,OneToMany,agentconversationmessage,agentconversationmessagefile,agentconversationmessageid,agentconversationmessageid,
agentconversationmessagefile_SyncErrors,OneToMany,agentconversationmessagefile,syncerror,agentconversationmessagefileid,regardingobjectid,
agentconversationmessagefile_AsyncOperations,OneToMany,agentconversationmessagefile,asyncoperation,agentconversationmessagefileid,regardingobjectid,
agentconversationmessagefile_MailboxTrackingFolders,OneToMany,agentconversationmessagefile,mailboxtrackingfolder,agentconversationmessagefileid,regardingobjectid,
agentconversationmessagefile_UserEntityInstanceDatas,OneToMany,agentconversationmessagefile,userentityinstancedata,agentconversationmessagefileid,objectid,
agentconversationmessagefile_ProcessSession,OneToMany,agentconversationmessagefile,processsession,agentconversationmessagefileid,regardingobjectid,
agentconversationmessagefile_BulkDeleteFailures,OneToMany,agentconversationmessagefile,bulkdeletefailure,agentconversationmessagefileid,regardingobjectid,
agentconversationmessagefile_PrincipalObjectAttributeAccesses,OneToMany,agentconversationmessagefile,principalobjectattributeaccess,agentconversationmessagefileid,objectid,
agentconversationmessagefile_FileAttachments,OneToMany,agentconversationmessagefile,fileattachment,agentconversationmessagefileid,objectid,
agentconversationmessagefile_DeletedItemReferences,OneToMany,agentconversationmessagefile,deleteditemreference,agentconversationmessagefileid,deletedobject,
aicopilot_SyncErrors,OneToMany,aicopilot,syncerror,aicopilotid,regardingobjectid,
aicopilot_DuplicateMatchingRecord,OneToMany,aicopilot,duplicaterecord,aicopilotid,duplicaterecordid,
aicopilot_DuplicateBaseRecord,OneToMany,aicopilot,duplicaterecord,aicopilotid,baserecordid,
aicopilot_AsyncOperations,OneToMany,aicopilot,asyncoperation,aicopilotid,regardingobjectid,
aicopilot_MailboxTrackingFolders,OneToMany,aicopilot,mailboxtrackingfolder,aicopilotid,regardingobjectid,
aicopilot_UserEntityInstanceDatas,OneToMany,aicopilot,userentityinstancedata,aicopilotid,objectid,
aicopilot_ProcessSession,OneToMany,aicopilot,processsession,aicopilotid,regardingobjectid,
aicopilot_BulkDeleteFailures,OneToMany,aicopilot,bulkdeletefailure,aicopilotid,regardingobjectid,
aicopilot_PrincipalObjectAttributeAccesses,OneToMany,aicopilot,principalobjectattributeaccess,aicopilotid,objectid,
aiplugingovernanceext_aicopilot,OneToMany,aicopilot,aiplugingovernanceext,aicopilotid,aicopilot,
aiplugingovernance_aicopilot,OneToMany,aicopilot,aiplugingovernance,aicopilotid,aicopilot,
