SchemaName,Type,SourceEntity,TargetEntity,SourceAttribute,TargetAttribute
msdyn_pmview_msdyn_pmview,OneToMany,msdyn_pmview,msdyn_pmview,msdyn_pmviewid,msdyn_parentpmviewid
msdyn_pmsimulation_pmviewid_msdyn_pmview,OneToMany,msdyn_pmview,msdyn_pmsimulation,msdyn_pmviewid,msdyn_pmviewid
msdyn_pmtab_pmviewid_msdyn_pmview,OneToMany,msdyn_pmview,msdyn_pmtab,msdyn_pmviewid,msdyn_pmviewid
msdyn_priority_Annotations,OneToMany,msdyn_priority,annotation,msdyn_priorityid,objectid
msdyn_msdyn_priority_msdyn_resourcerequirement_Priority,OneToMany,msdyn_priority,msdyn_resourcerequirement,msdyn_priorityid,msdyn_priority
msdyn_priority_DeletedItemReferences,OneToMany,msdyn_priority,deleteditemreference,msdyn_priorityid,deletedobject
msdyn_project_SharePointDocumentLocations,OneToMany,msdyn_project,sharepointdocumentlocation,msdyn_projectid,regardingobjectid
msdyn_project_SharePointDocuments,OneToMany,msdyn_project,sharepointdocument,msdyn_projectid,regardingobjectid
msdyn_project_connections1,OneToMany,msdyn_project,connection,msdyn_projectid,record1id
msdyn_project_connections2,OneToMany,msdyn_project,connection,msdyn_projectid,record2id
msdyn_project_Annotations,OneToMany,msdyn_project,annotation,msdyn_projectid,objectid
msdyn_msdyn_project_bookableresourcebooking_projectid,OneToMany,msdyn_project,bookableresourcebooking,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_bookableresourcebookingheader_projectid,OneToMany,msdyn_project,bookableresourcebookingheader,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_msdyn_documentheader_project,OneToMany,msdyn_project,msdyn_documentheader,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projecttaskdependency_Project,OneToMany,msdyn_project,msdyn_projecttaskdependency,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_replaylogsection_project,OneToMany,msdyn_project,msdyn_replaylogsection,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_resourceassignment_projectid,OneToMany,msdyn_project,msdyn_resourceassignment,msdyn_projectid,msdyn_projectid
msdyn_project_resourcerequirement,OneToMany,msdyn_project,msdyn_resourcerequirement,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_msdyn_operationset,OneToMany,msdyn_project,msdyn_operationset,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectgoal_projectid,OneToMany,msdyn_project,msdyn_projectgoal,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_msdyn_projectsprint_project,OneToMany,msdyn_project,msdyn_projectsprint,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectteam_project,OneToMany,msdyn_project,msdyn_projectteam,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectteamschannelmapping_Project,OneToMany,msdyn_project,msdyn_projectteamschannelmapping,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_psserrorlog,OneToMany,msdyn_project,msdyn_psserrorlog,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectchange_Project,OneToMany,msdyn_project,msdyn_projectchange,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectissue_Project,OneToMany,msdyn_project,msdyn_projectissue,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectrequest_Project,OneToMany,msdyn_project,msdyn_projectrequest,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectrisk_Project,OneToMany,msdyn_project,msdyn_projectrisk,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectstatusreport_Project,OneToMany,msdyn_project,msdyn_projectstatusreport,msdyn_projectid,msdyn_project
qrt_assetcontract_project,OneToMany,msdyn_project,qrt_assetcontract,msdyn_projectid,qrt_project
qrt_assetmanagementrequests_msdyn_project,OneToMany,msdyn_project,qrt_assetmanagementrequests,msdyn_projectid,qrt_msdyn_project
qrt_assetproforma_backupasset1,OneToMany,msdyn_project,qrt_assetproforma,msdyn_projectid,qrt_backupasset1
qrt_assetproforma_backupasset2,OneToMany,msdyn_project,qrt_assetproforma,msdyn_projectid,qrt_backupasset2
qrt_assetproforma_project,OneToMany,msdyn_project,qrt_assetproforma,msdyn_projectid,qrt_project
qrt_bonds_project,OneToMany,msdyn_project,qrt_bonds,msdyn_projectid,qrt_project
qrt_constructionrequests_project,OneToMany,msdyn_project,qrt_constructionrequests,msdyn_projectid,qrt_project
qrt_designrequests_msdyn_project,OneToMany,msdyn_project,qrt_designrequests,msdyn_projectid,qrt_msdyn_project
qrt_developmentrequests_msdyn_project,OneToMany,msdyn_project,qrt_developmentrequests,msdyn_projectid,qrt_msdyn_project
qrt_engineeringrequests_msdyn_project,OneToMany,msdyn_project,qrt_engineeringrequests,msdyn_projectid,qrt_msdyn_project
qrt_equipment_msdyn_project,OneToMany,msdyn_project,qrt_equipment,msdyn_projectid,qrt_msdyn_project
qrt_equipmentskuquotes_project,OneToMany,msdyn_project,qrt_equipmentskuquotes,msdyn_projectid,qrt_project
qrt_equipmentskus_msdyn_project,OneToMany,msdyn_project,qrt_equipmentskus,msdyn_projectid,qrt_msdyn_project
qrt_estimateresquests_msdyn_project,OneToMany,msdyn_project,qrt_estimateresquests,msdyn_projectid,qrt_msdyn_project
qrt_financerequests_project,OneToMany,msdyn_project,qrt_financerequests,msdyn_projectid,qrt_project
qrt_geotechreview_Project_msdyn_project,OneToMany,msdyn_project,qrt_geotechreview,msdyn_projectid,qrt_project
qrt_incentives_msdyn_project,OneToMany,msdyn_project,qrt_incentives,msdyn_projectid,qrt_msdyn_project
qrt_interconnectionagreementsandpayments_msdyn_project,OneToMany,msdyn_project,qrt_interconnectionagreementsandpayments,msdyn_projectid,qrt_msdyn_project
qrt_interconnectionapplicationsstudies_msdyn_project,OneToMany,msdyn_project,qrt_interconnectionapplicationsstudies,msdyn_projectid,qrt_msdyn_project
qrt_legalrequests_msdyn_project,OneToMany,msdyn_project,qrt_legalrequests,msdyn_projectid,qrt_msdyn_project
qrt_msdyn_project,OneToMany,msdyn_project,qrt_sitecontrol,msdyn_projectid,qrt_msdyn_project
qrt_permits_msdyn_project,OneToMany,msdyn_project,qrt_permits,msdyn_projectid,qrt_msdyn_project
qrt_procurementrequests_project,OneToMany,msdyn_project,qrt_procurementrequests,msdyn_projectid,qrt_project
qrt_studies_msdyn_project,OneToMany,msdyn_project,qrt_studies,msdyn_projectid,qrt_msdyn_project
qrt_submittals_Project_msdyn_project,OneToMany,msdyn_project,qrt_submittals,msdyn_projectid,qrt_project
qrt_titleandalta_msdyn_project,OneToMany,msdyn_project,qrt_titleandalta,msdyn_projectid,qrt_msdyn_project
msdyn_msdyn_project_msdyn_projectbaselinedata,OneToMany,msdyn_project,msdyn_projectbaselinedata,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_msdyn_projectbucket_project,OneToMany,msdyn_project,msdyn_projectbucket,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projecthistory_project,OneToMany,msdyn_project,msdyn_projecthistory,msdyn_projectid,msdyn_project
msdyn_msdyn_project_msdyn_projectlabel_Project,OneToMany,msdyn_project,msdyn_projectlabel,msdyn_projectid,msdyn_projectid
msdyn_msdyn_project_msdyn_projecttask_project,OneToMany,msdyn_project,msdyn_projecttask,msdyn_projectid,msdyn_project
qrt_icrequest_Project_msdyn_project,OneToMany,msdyn_project,qrt_icrequest,msdyn_projectid,qrt_project
qrt_epca_Project_msdyn_project,OneToMany,msdyn_project,qrt_epca,msdyn_projectid,qrt_project
qrt_agreements_Project_msdyn_project,OneToMany,msdyn_project,qrt_agreements,msdyn_projectid,qrt_project
msdyn_projectimportstaging_targetproject_msdyn_project,OneToMany,msdyn_project,msdyn_projectimportstaging,msdyn_projectid,msdyn_targetproject
qrt_schedulerequests_Project_msdyn_project,OneToMany,msdyn_project,qrt_schedulerequests,msdyn_projectid,qrt_project
msdyn_msdyn_projectbaselinedata_msdyn_projectbaselinetaskdata,OneToMany,msdyn_projectbaselinedata,msdyn_projectbaselinetaskdata,msdyn_projectbaselinedataid,msdyn_projectbaselinedataid
msdyn_projectbaselinedata_DeletedItemReferences,OneToMany,msdyn_projectbaselinedata,deleteditemreference,msdyn_projectbaselinedataid,deletedobject
msdyn_projectbaselinetaskdata_DeletedItemReferences,OneToMany,msdyn_projectbaselinetaskdata,deleteditemreference,msdyn_projectbaselinetaskdataid,deletedobject
msdyn_msdyn_projectbucket_aspn_aspentask_bucket_id,OneToMany,msdyn_projectbucket,aspn_aspentask,msdyn_projectbucketid,msdyn_projectbucket
msdyn_msdyn_projectbucket_msdyn_projecttask_bucket_id,OneToMany,msdyn_projectbucket,msdyn_projecttask,msdyn_projectbucketid,msdyn_projectbucket
msdyn_projectchange_DeletedItemReferences,OneToMany,msdyn_projectchange,deleteditemreference,msdyn_projectchangeid,deletedobject
msdyn_msdyn_projectgoal_msdyn_projecttasktogoal_projectgoalid,OneToMany,msdyn_projectgoal,msdyn_projecttasktogoal,msdyn_projectgoalid,msdyn_projectgoalid
msdyn_projectgoal_DeletedItemReferences,OneToMany,msdyn_projectgoal,deleteditemreference,msdyn_projectgoalid,deletedobject
msdyn_projectimportstaging_DeletedItemReferences,OneToMany,msdyn_projectimportstaging,deleteditemreference,msdyn_projectimportstagingid,deletedobject
msdyn_msdyn_projectimportstaging_msdyn_project,OneToMany,msdyn_projectimportstaging,msdyn_project,msdyn_projectimportstagingid,msdyn_projectimportstagingid
msdyn_projectinternalconfiguration_DeletedItemReferences,OneToMany,msdyn_projectinternalconfiguration,deleteditemreference,msdyn_projectinternalconfigurationid,deletedobject
msdyn_projectissue_DeletedItemReferences,OneToMany,msdyn_projectissue,deleteditemreference,msdyn_projectissueid,deletedobject
msdyn_projectlabel_projecttasktolabel,OneToMany,msdyn_projectlabel,msdyn_projecttasktolabel,msdyn_projectlabelid,msdyn_projectlabelid
msdyn_projectparameter_Annotations,OneToMany,msdyn_projectparameter,annotation,msdyn_projectparameterid,objectid
msdyn_projectparameter_DeletedItemReferences,OneToMany,msdyn_projectparameter,deleteditemreference,msdyn_projectparameterid,deletedobject
msdyn_projectprogram_Annotations,OneToMany,msdyn_projectprogram,annotation,msdyn_projectprogramid,objectid
msdyn_msdyn_projectprogram_msdyn_project_Program,OneToMany,msdyn_projectprogram,msdyn_project,msdyn_projectprogramid,msdyn_program
msdyn_projectprogram_DeletedItemReferences,OneToMany,msdyn_projectprogram,deleteditemreference,msdyn_projectprogramid,deletedobject
msdyn_projectrequest_DeletedItemReferences,OneToMany,msdyn_projectrequest,deleteditemreference,msdyn_projectrequestid,deletedobject
msdyn_projectrisk_DeletedItemReferences,OneToMany,msdyn_projectrisk,deleteditemreference,msdyn_projectriskid,deletedobject
msdyn_msdyn_projectsprint_aspn_aspentask_sprint,OneToMany,msdyn_projectsprint,aspn_aspentask,msdyn_projectsprintid,msdyn_projectsprint
msdyn_msdyn_projectsprint_msdyn_projecttask_sprint,OneToMany,msdyn_projectsprint,msdyn_projecttask,msdyn_projectsprintid,msdyn_projectsprint
msdyn_projectstatusreport_DeletedItemReferences,OneToMany,msdyn_projectstatusreport,deleteditemreference,msdyn_projectstatusreportid,deletedobject
msdyn_projecttask_Annotations,OneToMany,msdyn_projecttask,annotation,msdyn_projecttaskid,objectid
msdyn_msdyn_projecttask_msdyn_projecttaskdependency_PredecessorTask,OneToMany,msdyn_projecttask,msdyn_projecttaskdependency,msdyn_projecttaskid,msdyn_predecessortask
msdyn_msdyn_projecttask_msdyn_projecttaskdependency_SuccessorTask,OneToMany,msdyn_projecttask,msdyn_projecttaskdependency,msdyn_projecttaskid,msdyn_successortask
msdyn_msdyn_projecttask_msdyn_resourceassignment_taskid,OneToMany,msdyn_projecttask,msdyn_resourceassignment,msdyn_projecttaskid,msdyn_taskid
msdyn_msdyn_projecttask_msdyn_projecttaskattachment_Task,OneToMany,msdyn_projecttask,msdyn_projecttaskattachment,msdyn_projecttaskid,msdyn_task
msdyn_msdyn_projecttask_msdyn_projecttaskconversation_Task,OneToMany,msdyn_projecttask,msdyn_projecttaskconversation,msdyn_projecttaskid,msdyn_task
msdyn_projecttask_msdyn_projecttasktogoal_projecttaskid,OneToMany,msdyn_projecttask,msdyn_projecttasktogoal,msdyn_projecttaskid,msdyn_projecttaskid
msdyn_projecttask_projecttasktolabel,OneToMany,msdyn_projecttask,msdyn_projecttasktolabel,msdyn_projecttaskid,msdyn_projecttaskid
aspn_aspentask_pwatask_msdyn_projecttask,OneToMany,msdyn_projecttask,aspn_aspentask,msdyn_projecttaskid,aspn_pwatask
msdyn_aspn_aspentask_msdyn_projecttask_parenttask,OneToMany,msdyn_projecttask,aspn_aspentask,msdyn_projecttaskid,msdyn_parenttask
msdyn_msdyn_projecttask_msdyn_projectchecklist,OneToMany,msdyn_projecttask,msdyn_projectchecklist,msdyn_projecttaskid,msdyn_projecttaskid
msdyn_msdyn_projecttask_msdyn_projecthistory_projecttask,OneToMany,msdyn_projecttask,msdyn_projecthistory,msdyn_projecttaskid,msdyn_projecttask
msdyn_msdyn_projecttask_msdyn_projecttask_parenttask,OneToMany,msdyn_projecttask,msdyn_projecttask,msdyn_projecttaskid,msdyn_parenttask
msdyn_projecttaskconversation_DeletedItemReferences,OneToMany,msdyn_projecttaskconversation,deleteditemreference,msdyn_projecttaskconversationid,deletedobject
msdyn_projecttaskdependency_Annotations,OneToMany,msdyn_projecttaskdependency,annotation,msdyn_projecttaskdependencyid,objectid
msdyn_projectteam_adx_inviteredemptions,OneToMany,msdyn_projectteam,adx_inviteredemption,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_adx_portalcomments,OneToMany,msdyn_projectteam,adx_portalcomment,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_msdyn_bookingalerts,OneToMany,msdyn_projectteam,msdyn_bookingalert,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_chats,OneToMany,msdyn_projectteam,chat,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_Appointments,OneToMany,msdyn_projectteam,appointment,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_Emails,OneToMany,msdyn_projectteam,email,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_Faxes,OneToMany,msdyn_projectteam,fax,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_Letters,OneToMany,msdyn_projectteam,letter,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_PhoneCalls,OneToMany,msdyn_projectteam,phonecall,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_Tasks,OneToMany,msdyn_projectteam,task,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_SocialActivities,OneToMany,msdyn_projectteam,socialactivity,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_connections1,OneToMany,msdyn_projectteam,connection,msdyn_projectteamid,record1id
msdyn_projectteam_connections2,OneToMany,msdyn_projectteam,connection,msdyn_projectteamid,record2id
msdyn_projectteam_Annotations,OneToMany,msdyn_projectteam,annotation,msdyn_projectteamid,objectid
msdyn_msdyn_projectteam_bookableresourcebookingheader_projectteamid,OneToMany,msdyn_projectteam,bookableresourcebookingheader,msdyn_projectteamid,msdyn_projectteamid
msdyn_msdyn_projectteam_bookableresourcebooking_projectteamid,OneToMany,msdyn_projectteam,bookableresourcebooking,msdyn_projectteamid,msdyn_projectteamid
msdyn_msdyn_projectteam_msdyn_resourceassignment_projectteamid,OneToMany,msdyn_projectteam,msdyn_resourceassignment,msdyn_projectteamid,msdyn_projectteamid
msdyn_projectteam_msdyn_projectteam_CopiedFromProjectTeamMember,OneToMany,msdyn_projectteam,msdyn_projectteam,msdyn_projectteamid,msdyn_copiedfromprojectteammember
msdyn_projectteampermission_projectteamid_msdyn_projectteam,OneToMany,msdyn_projectteam,msdyn_projectteampermission,msdyn_projectteamid,msdyn_projectteamid
msdyn_projectteam_qrt_assetmanagementrequestses,OneToMany,msdyn_projectteam,qrt_assetmanagementrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_bidissuances,OneToMany,msdyn_projectteam,qrt_bidissuance,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_constructionrequestses,OneToMany,msdyn_projectteam,qrt_constructionrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_designrequestses,OneToMany,msdyn_projectteam,qrt_designrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_developmentrequestses,OneToMany,msdyn_projectteam,qrt_developmentrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_engineeringrequestses,OneToMany,msdyn_projectteam,qrt_engineeringrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_estimateresquestses,OneToMany,msdyn_projectteam,qrt_estimateresquests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_financerequestses,OneToMany,msdyn_projectteam,qrt_financerequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_legalrequestses,OneToMany,msdyn_projectteam,qrt_legalrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_procurementrequestses,OneToMany,msdyn_projectteam,qrt_procurementrequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_DeletedItemReferences,OneToMany,msdyn_projectteam,deleteditemreference,msdyn_projectteamid,deletedobject
msdyn_projectteam_qrt_AOSSuggestionBoxes,OneToMany,msdyn_projectteam,qrt_aossuggestionbox,msdyn_projectteamid,regardingobjectid
msdyn_projectteam_qrt_ScheduleRequestses,OneToMany,msdyn_projectteam,qrt_schedulerequests,msdyn_projectteamid,regardingobjectid
msdyn_projectteampermission_DeletedItemReferences,OneToMany,msdyn_projectteampermission,deleteditemreference,msdyn_projectteampermissionid,deletedobject
msdyn_projectteamschannelmapping_DeletedItemReferences,OneToMany,msdyn_projectteamschannelmapping,deleteditemreference,msdyn_projectteamschannelmappingid,deletedobject
msdyn_msdyn_psserrorlog_msdyn_operationset,OneToMany,msdyn_psserrorlog,msdyn_operationset,msdyn_psserrorlogid,msdyn_psserrorlog
msdyn_psserrorlog_DeletedItemReferences,OneToMany,msdyn_psserrorlog,deleteditemreference,msdyn_psserrorlogid,deletedobject
msdyn_qna_DeletedItemReferences,OneToMany,msdyn_qna,deleteditemreference,msdyn_qnaid,deletedobject
msdyn_replaylogheader_DeletedItemReferences,OneToMany,msdyn_replaylogheader,deleteditemreference,msdyn_replaylogheaderid,deletedobject
msdyn_msdyn_replaylogheader_msdyn_project_ReplayLogHeader,OneToMany,msdyn_replaylogheader,msdyn_project,msdyn_replaylogheaderid,msdyn_replaylogheader
msdyn_replaylogsection_DeletedItemReferences,OneToMany,msdyn_replaylogsection,deleteditemreference,msdyn_replaylogsectionid,deletedobject
msdyn_requirementchange_DeletedItemReferences,OneToMany,msdyn_requirementchange,deleteditemreference,msdyn_requirementchangeid,deletedobject
msdyn_requirementcharacteristic_Annotations,OneToMany,msdyn_requirementcharacteristic,annotation,msdyn_requirementcharacteristicid,objectid
msdyn_requirementcharacteristic_DeletedItemReferences,OneToMany,msdyn_requirementcharacteristic,deleteditemreference,msdyn_requirementcharacteristicid,deletedobject
msdyn_requirementdependency_DeletedItemReferences,OneToMany,msdyn_requirementdependency,deleteditemreference,msdyn_requirementdependencyid,deletedobject
msdyn_requirementgroup_bookableresourcebooking_requirementgroupid,OneToMany,msdyn_requirementgroup,bookableresourcebooking,msdyn_requirementgroupid,msdyn_requirementgroupid
msdyn_requirementgroup_requirementgroup_requirementgrouptemplateid,OneToMany,msdyn_requirementgroup,msdyn_requirementgroup,msdyn_requirementgroupid,msdyn_requirementgrouptemplateid
msdyn_requirementgroup_requirementrelationship_requirementgroupid,OneToMany,msdyn_requirementgroup,msdyn_requirementrelationship,msdyn_requirementgroupid,msdyn_requirementgroupid
msdyn_requirementgroup_resourcerequirement_requirementgroupid,OneToMany,msdyn_requirementgroup,msdyn_resourcerequirement,msdyn_requirementgroupid,msdyn_requirementgroupid
msdyn_requirementgroup_DeletedItemReferences,OneToMany,msdyn_requirementgroup,deleteditemreference,msdyn_requirementgroupid,deletedobject
msdyn_requirementorganizationunit_DeletedItemReferences,OneToMany,msdyn_requirementorganizationunit,deleteditemreference,msdyn_requirementorganizationunitid,deletedobject
msdyn_requirementrelationship_parentrequirementrelationshipid,OneToMany,msdyn_requirementrelationship,msdyn_requirementrelationship,msdyn_requirementrelationshipid,msdyn_parentrequirementrelationshipid
msdyn_requirementrelationship_resourcerequirement_requirementrelationshipid,OneToMany,msdyn_requirementrelationship,msdyn_resourcerequirement,msdyn_requirementrelationshipid,msdyn_requirementrelationshipid
msdyn_requirementrelationship_DeletedItemReferences,OneToMany,msdyn_requirementrelationship,deleteditemreference,msdyn_requirementrelationshipid,deletedobject
msdyn_requirementresourcecategory_Annotations,OneToMany,msdyn_requirementresourcecategory,annotation,msdyn_requirementresourcecategoryid,objectid
msdyn_requirementresourcecategory_DeletedItemReferences,OneToMany,msdyn_requirementresourcecategory,deleteditemreference,msdyn_requirementresourcecategoryid,deletedobject
msdyn_requirementresourcepreference_Annotations,OneToMany,msdyn_requirementresourcepreference,annotation,msdyn_requirementresourcepreferenceid,objectid
msdyn_requirementresourcepreference_DeletedItemReferences,OneToMany,msdyn_requirementresourcepreference,deleteditemreference,msdyn_requirementresourcepreferenceid,deletedobject
msdyn_requirementstatus_Annotations,OneToMany,msdyn_requirementstatus,annotation,msdyn_requirementstatusid,objectid
msdyn_msdyn_requirementstatus_msdyn_bookingsetupmetadata_DefaultRequirementCanceledStatus,OneToMany,msdyn_requirementstatus,msdyn_bookingsetupmetadata,msdyn_requirementstatusid,msdyn_defaultrequirementcanceledstatus
msdyn_msdyn_requirementstatus_msdyn_bookingsetupmetadata_DefaultRequirementCompletedStatus,OneToMany,msdyn_requirementstatus,msdyn_bookingsetupmetadata,msdyn_requirementstatusid,msdyn_defaultrequirementcompletedstatus
msdyn_requirementstatus_resourcerequirement_status,OneToMany,msdyn_requirementstatus,msdyn_resourcerequirement,msdyn_requirementstatusid,msdyn_status
msdyn_msdyn_requirementstatus_msdyn_bookingsetupmetadata_DefaultRequirementActiveStatus,OneToMany,msdyn_requirementstatus,msdyn_bookingsetupmetadata,msdyn_requirementstatusid,msdyn_defaultrequirementactivestatus
msdyn_requirementstatus_DeletedItemReferences,OneToMany,msdyn_requirementstatus,deleteditemreference,msdyn_requirementstatusid,deletedobject
msdyn_resourcerequest_Annotations,OneToMany,msdyn_resourcerequest,annotation,msdyn_resourcerequestid,objectid
msdyn_resourcerequest_DeletedItemReferences,OneToMany,msdyn_resourcerequest,deleteditemreference,msdyn_resourcerequestid,deletedobject
msdyn_resourcerequirement_Annotations,OneToMany,msdyn_resourcerequirement,annotation,msdyn_resourcerequirementid,objectid
msdyn_resourcerequirement_bookableresourcebooking_ResourceRequirement,OneToMany,msdyn_resourcerequirement,bookableresourcebooking,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_bookableresourcebookingheader_ResourceRequirement,OneToMany,msdyn_resourcerequirement,bookableresourcebookingheader,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_details,OneToMany,msdyn_resourcerequirement,msdyn_resourcerequirementdetail,msdyn_resourcerequirementid,msdyn_resourcerequirementid
msdyn_resourcerequirement_requirementcharacteristic_resourcerequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementcharacteristic,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_requirementorganizationunit_ResourceRequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementorganizationunit,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_requirementresourcecategory_resourcerequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementresourcecategory,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_requirementresourcepreference_ResourceRequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementresourcepreference,msdyn_resourcerequirementid,msdyn_resourcerequirement
msdyn_resourcerequirement_requirementdependency_resourcerequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementdependency,msdyn_resourcerequirementid,msdyn_requirement
msdyn_resourcerequirement_requirementdependency_dependentrequirement,OneToMany,msdyn_resourcerequirement,msdyn_requirementdependency,msdyn_resourcerequirementid,msdyn_dependentrequirement
msdyn_resourcerequirement_projectteam,OneToMany,msdyn_resourcerequirement,msdyn_projectteam,msdyn_resourcerequirementid,msdyn_resourcerequirementid
msdyn_resourcerequirement_request,OneToMany,msdyn_resourcerequirement,msdyn_resourcerequest,msdyn_resourcerequirementid,msdyn_resourcerequirementid
msdyn_resourcerequirement_DeletedItemReferences,OneToMany,msdyn_resourcerequirement,deleteditemreference,msdyn_resourcerequirementid,deletedobject
msdyn_resourcerequirement_bookableresource_DeletedItemReferences,OneToMany,msdyn_resourcerequirement_bookableresource,deleteditemreference,msdyn_resourcerequirement_bookableresourceid,deletedobject
msdyn_resourcerequirement_bookingheader_DeletedItemReferences,OneToMany,msdyn_resourcerequirement_bookingheader,deleteditemreference,msdyn_resourcerequirement_bookingheaderid,deletedobject
msdyn_resourcerequirement_systemuser_DeletedItemReferences,OneToMany,msdyn_resourcerequirement_systemuser,deleteditemreference,msdyn_resourcerequirement_systemuserid,deletedobject
msdyn_resourcerequirementdetail_Annotations,OneToMany,msdyn_resourcerequirementdetail,annotation,msdyn_resourcerequirementdetailid,objectid
msdyn_resourcerequirementdetail_DeletedItemReferences,OneToMany,msdyn_resourcerequirementdetail,deleteditemreference,msdyn_resourcerequirementdetailid,deletedobject
msdyn_resourceterritory_adx_inviteredemptions,OneToMany,msdyn_resourceterritory,adx_inviteredemption,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_adx_portalcomments,OneToMany,msdyn_resourceterritory,adx_portalcomment,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_msdyn_bookingalerts,OneToMany,msdyn_resourceterritory,msdyn_bookingalert,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_chats,OneToMany,msdyn_resourceterritory,chat,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_SharePointDocumentLocations,OneToMany,msdyn_resourceterritory,sharepointdocumentlocation,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_SharePointDocuments,OneToMany,msdyn_resourceterritory,sharepointdocument,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_Appointments,OneToMany,msdyn_resourceterritory,appointment,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_Emails,OneToMany,msdyn_resourceterritory,email,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_Faxes,OneToMany,msdyn_resourceterritory,fax,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_Letters,OneToMany,msdyn_resourceterritory,letter,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_PhoneCalls,OneToMany,msdyn_resourceterritory,phonecall,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_Tasks,OneToMany,msdyn_resourceterritory,task,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_SocialActivities,OneToMany,msdyn_resourceterritory,socialactivity,msdyn_resourceterritoryid,regardingobjectid
msdyn_resourceterritory_connections1,OneToMany,msdyn_resourceterritory,connection,msdyn_resourceterritoryid,record1id
msdyn_resourceterritory_connections2,OneToMany,msdyn_resourceterritory,connection,msdyn_resourceterritoryid,record2id
msdyn_resourceterritory_Annotations,OneToMany,msdyn_resourceterritory,annotation,msdyn_resourceterritoryid,objectid
msdyn_resourceterritory_qrt_assetmanagementrequestses,OneToMany,msdyn_resourceterritory,qrt_assetmanagementrequests,msdyn_resourceterritoryid,regardingobjectid
