SchemaName,Type,SourceEntity,TargetEntity,SourceAttribute,TargetAttribute
ImageDescriptor_MCPServer_Icon,OneToMany,imagedescriptor,mcpserver,imagedescriptorid,iconid
integrationstatus_DeletedItemReferences,OneToMany,integrationstatus,deleteditemreference,integrationentryid,deletedobject
interactionforemail_chats,OneToMany,interactionforemail,chat,interactionforemailid,regardingobjectid
interactionforemail_adx_inviteredemptions,OneToMany,interactionforemail,adx_inviteredemption,interactionforemailid,regardingobjectid
interactionforemail_adx_portalcomments,OneToMany,interactionforemail,adx_portalcomment,interactionforemailid,regardingobjectid
interactionforemail_msdyn_bookingalerts,OneToMany,interactionforemail,msdyn_bookingalert,interactionforemailid,regardingobjectid
interactionforemail_qrt_assetmanagementrequestses,OneToMany,interactionforemail,qrt_assetmanagementrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_bidissuances,OneToMany,interactionforemail,qrt_bidissuance,interactionforemailid,regardingobjectid
interactionforemail_qrt_constructionrequestses,OneToMany,interactionforemail,qrt_constructionrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_designrequestses,OneToMany,interactionforemail,qrt_designrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_developmentrequestses,OneToMany,interactionforemail,qrt_developmentrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_engineeringrequestses,OneToMany,interactionforemail,qrt_engineeringrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_estimateresquestses,OneToMany,interactionforemail,qrt_estimateresquests,interactionforemailid,regardingobjectid
interactionforemail_qrt_financerequestses,OneToMany,interactionforemail,qrt_financerequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_legalrequestses,OneToMany,interactionforemail,qrt_legalrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_procurementrequestses,OneToMany,interactionforemail,qrt_procurementrequests,interactionforemailid,regardingobjectid
interactionforemail_qrt_AOSSuggestionBoxes,OneToMany,interactionforemail,qrt_aossuggestionbox,interactionforemailid,regardingobjectid
interactionforemail_qrt_ScheduleRequestses,OneToMany,interactionforemail,qrt_schedulerequests,interactionforemailid,regardingobjectid
internaladdress_DeletedItemReferences,OneToMany,internaladdress,deleteditemreference,internaladdressid,deletedobject
interprocesslock_DeletedItemReferences,OneToMany,interprocesslock,deleteditemreference,interprocesslockid,deletedobject
isvconfig_DeletedItemReferences,OneToMany,isvconfig,deleteditemreference,isvconfigid,deletedobject
KbArticle_SharepointDocumentLocation,OneToMany,kbarticle,sharepointdocumentlocation,kbarticleid,regardingobjectid
KbArticle_Annotation,OneToMany,kbarticle,annotation,kbarticleid,objectid
kbarticle_comments,OneToMany,kbarticle,kbarticlecomment,kbarticleid,kbarticleid
KbArticle_DocumentIndex,OneToMany,kbarticle,documentindex,kbarticleid,documentid
KbArticle_SharepointDocument,OneToMany,kbarticle,sharepointdocument,kbarticleid,regardingobjectid
kbarticle_DeletedItemReferences,OneToMany,kbarticle,deleteditemreference,kbarticleid,deletedobject
kbarticlecomment_DeletedItemReferences,OneToMany,kbarticlecomment,deleteditemreference,kbarticlecommentid,deletedobject
keyvaultreference_ManagedIdentity,OneToMany,keyvaultreference,managedidentity,keyvaultreferenceid,keyvaultreferenceid
keyvaultreference_emailserverprofile_keyvaultreferenceid,OneToMany,keyvaultreference,emailserverprofile,keyvaultreferenceid,keyvaultreferenceid
knowledgearticle_connections1,OneToMany,knowledgearticle,connection,knowledgearticleid,record1id
knowledgearticle_connections2,OneToMany,knowledgearticle,connection,knowledgearticleid,record2id
knowledgearticle_SharePointDocumentLocations,OneToMany,knowledgearticle,sharepointdocumentlocation,knowledgearticleid,regardingobjectid
knowledgearticle_Annotations,OneToMany,knowledgearticle,annotation,knowledgearticleid,objectid
knowledgearticle_documentindex,OneToMany,knowledgearticle,documentindex,knowledgearticleid,documentid
KnowledgeArticle_SocialActivities,OneToMany,knowledgearticle,socialactivity,knowledgearticleid,regardingobjectid
KnowledgeArticle_Letters,OneToMany,knowledgearticle,letter,knowledgearticleid,regardingobjectid
KnowledgeArticle_Tasks,OneToMany,knowledgearticle,task,knowledgearticleid,regardingobjectid
knowledgearticle_views,OneToMany,knowledgearticle,knowledgearticleviews,knowledgearticleid,knowledgearticleid
KnowledgeArticle_Faxes,OneToMany,knowledgearticle,fax,knowledgearticleid,regardingobjectid
lk_expiredprocess_knowledgearticleid,OneToMany,knowledgearticle,expiredprocess,knowledgearticleid,knowledgearticleid
KnowledgeArticle_Appointments,OneToMany,knowledgearticle,appointment,knowledgearticleid,regardingobjectid
lk_newprocess_knowledgearticleid,OneToMany,knowledgearticle,newprocess,knowledgearticleid,knowledgearticleid
knowledgearticle_rootarticle_id,OneToMany,knowledgearticle,knowledgearticle,knowledgearticleid,rootarticleid
lk_translationprocess_knowledgearticleid,OneToMany,knowledgearticle,translationprocess,knowledgearticleid,knowledgearticleid
knowledgearticle_PostRoles,OneToMany,knowledgearticle,postrole,knowledgearticleid,regardingobjectid
KnowledgeArticle_Feedback,OneToMany,knowledgearticle,feedback,knowledgearticleid,regardingobjectid
knowledgearticle_previousarticle_contentid,OneToMany,knowledgearticle,knowledgearticle,knowledgearticleid,previousarticlecontentid
knowledgearticle_PostFollows,OneToMany,knowledgearticle,postfollow,knowledgearticleid,regardingobjectid
knowledgearticle_PostRegardings,OneToMany,knowledgearticle,postregarding,knowledgearticleid,regardingobjectid
knowledgearticle_parentarticle_contentid,OneToMany,knowledgearticle,knowledgearticle,knowledgearticleid,parentarticlecontentid
KnowledgeArticle_Phonecalls,OneToMany,knowledgearticle,phonecall,knowledgearticleid,regardingobjectid
KnowledgeArticle_Emails,OneToMany,knowledgearticle,email,knowledgearticleid,regardingobjectid
knowledgearticle_chats,OneToMany,knowledgearticle,chat,knowledgearticleid,regardingobjectid
knowledgearticle_SharePointDocuments,OneToMany,knowledgearticle,sharepointdocument,knowledgearticleid,regardingobjectid
msdyn_knowledgearticle_feedback_context,OneToMany,knowledgearticle,feedback,knowledgearticleid,msdyn_contextobjectid
msdyn_knowledgearticleimage_parentknowledgearticleid,OneToMany,knowledgearticle,msdyn_knowledgearticleimage,knowledgearticleid,msdyn_parentknowledgearticleid
msdyn_knowledgearticle_favoriteknowledgearticle,OneToMany,knowledgearticle,msdyn_favoriteknowledgearticle,knowledgearticleid,msdyn_knowledgearticleid
knowledgearticle_adx_inviteredemptions,OneToMany,knowledgearticle,adx_inviteredemption,knowledgearticleid,regardingobjectid
knowledgearticle_adx_portalcomments,OneToMany,knowledgearticle,adx_portalcomment,knowledgearticleid,regardingobjectid
knowledgearticle_msdyn_bookingalerts,OneToMany,knowledgearticle,msdyn_bookingalert,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_assetmanagementrequestses,OneToMany,knowledgearticle,qrt_assetmanagementrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_bidissuances,OneToMany,knowledgearticle,qrt_bidissuance,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_constructionrequestses,OneToMany,knowledgearticle,qrt_constructionrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_designrequestses,OneToMany,knowledgearticle,qrt_designrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_developmentrequestses,OneToMany,knowledgearticle,qrt_developmentrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_engineeringrequestses,OneToMany,knowledgearticle,qrt_engineeringrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_estimateresquestses,OneToMany,knowledgearticle,qrt_estimateresquests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_financerequestses,OneToMany,knowledgearticle,qrt_financerequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_legalrequestses,OneToMany,knowledgearticle,qrt_legalrequests,knowledgearticleid,regardingobjectid
knowledgearticle_qrt_procurementrequestses,OneToMany,knowledgearticle,qrt_procurementrequests,knowledgearticleid,regardingobjectid
knowledgearticle_DeletedItemReferences,OneToMany,knowledgearticle,deleteditemreference,knowledgearticleid,deletedobject
knowledgearticle_qrt_AOSSuggestionBoxes,OneToMany,knowledgearticle,qrt_aossuggestionbox,knowledgearticleid,regardingobjectid
msdyn_interimupdateknowledgearticle_knowledgearticle,OneToMany,knowledgearticle,msdyn_interimupdateknowledgearticle,knowledgearticleid,msdyn_targetknowledgearticleid
knowledgearticle_qrt_ScheduleRequestses,OneToMany,knowledgearticle,qrt_schedulerequests,knowledgearticleid,regardingobjectid
msdyn_knowledgearticlecustomentity_knowledgearticle,OneToMany,knowledgearticle,msdyn_knowledgearticlecustomentity,knowledgearticleid,msdyn_knowledgearticleid
knowledgearticlescategories_DeletedItemReferences,OneToMany,knowledgearticlescategories,deleteditemreference,knowledgearticlecategoryid,deletedobject
knowledgearticleviews_DeletedItemReferences,OneToMany,knowledgearticleviews,deleteditemreference,knowledgearticleviewsid,deletedobject
KnowledgeBaseRecord_Appointments,OneToMany,knowledgebaserecord,appointment,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_Emails,OneToMany,knowledgebaserecord,email,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_Faxes,OneToMany,knowledgebaserecord,fax,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_Letters,OneToMany,knowledgebaserecord,letter,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_PhoneCalls,OneToMany,knowledgebaserecord,phonecall,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_Tasks,OneToMany,knowledgebaserecord,task,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_SocialActivities,OneToMany,knowledgebaserecord,socialactivity,knowledgebaserecordid,regardingobjectid
KnowledgeBaseRecord_connections1,OneToMany,knowledgebaserecord,connection,knowledgebaserecordid,record1id
KnowledgeBaseRecord_connections2,OneToMany,knowledgebaserecord,connection,knowledgebaserecordid,record2id
KnowledgeBaseRecord_Annotations,OneToMany,knowledgebaserecord,annotation,knowledgebaserecordid,objectid
knowledgebaserecord_chats,OneToMany,knowledgebaserecord,chat,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_adx_inviteredemptions,OneToMany,knowledgebaserecord,adx_inviteredemption,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_adx_portalcomments,OneToMany,knowledgebaserecord,adx_portalcomment,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_msdyn_bookingalerts,OneToMany,knowledgebaserecord,msdyn_bookingalert,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_assetmanagementrequestses,OneToMany,knowledgebaserecord,qrt_assetmanagementrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_bidissuances,OneToMany,knowledgebaserecord,qrt_bidissuance,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_constructionrequestses,OneToMany,knowledgebaserecord,qrt_constructionrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_designrequestses,OneToMany,knowledgebaserecord,qrt_designrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_developmentrequestses,OneToMany,knowledgebaserecord,qrt_developmentrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_engineeringrequestses,OneToMany,knowledgebaserecord,qrt_engineeringrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_estimateresquestses,OneToMany,knowledgebaserecord,qrt_estimateresquests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_financerequestses,OneToMany,knowledgebaserecord,qrt_financerequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_legalrequestses,OneToMany,knowledgebaserecord,qrt_legalrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_procurementrequestses,OneToMany,knowledgebaserecord,qrt_procurementrequests,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_DeletedItemReferences,OneToMany,knowledgebaserecord,deleteditemreference,knowledgebaserecordid,deletedobject
knowledgebaserecord_qrt_AOSSuggestionBoxes,OneToMany,knowledgebaserecord,qrt_aossuggestionbox,knowledgebaserecordid,regardingobjectid
knowledgebaserecord_qrt_ScheduleRequestses,OneToMany,knowledgebaserecord,qrt_schedulerequests,knowledgebaserecordid,regardingobjectid
knowledgefaq_DeletedItemReferences,OneToMany,knowledgefaq,deleteditemreference,knowledgefaqid,deletedobject
knowledgesourceconsumer_DeletedItemReferences,OneToMany,knowledgesourceconsumer,deleteditemreference,knowledgesourceconsumerid,deletedobject
knowledgesourceconsumer_dvtablesearch_knowledgesourceconsumerid,OneToMany,knowledgesourceconsumer,dvtablesearch,knowledgesourceconsumerid,knowledgesourceconsumerid
knowledgesourceprofile_DeletedItemReferences,OneToMany,knowledgesourceprofile,deleteditemreference,knowledgesourceprofileid,deletedobject
knowledgesourceprofile_dvtablesearch_knowledgesourceprofileid,OneToMany,knowledgesourceprofile,dvtablesearch,knowledgesourceprofileid,knowledgesourceprofileid
letter_connections1,OneToMany,letter,connection,activityid,record1id
slakpiinstance_letter,OneToMany,letter,slakpiinstance,activityid,regarding
Letter_Annotation,OneToMany,letter,annotation,activityid,objectid
letter_actioncard,OneToMany,letter,actioncard,regardingobjectid,regardingobjectid
letter_connections2,OneToMany,letter,connection,activityid,record2id
letter_DeletedItemReferences,OneToMany,letter,deleteditemreference,activityid,deletedobject
license_DeletedItemReferences,OneToMany,license,deleteditemreference,licenseid,deletedobject
localconfigstore_DeletedItemReferences,OneToMany,localconfigstore,deleteditemreference,id,deletedobject
queue_defaultmailbox_mailbox,OneToMany,mailbox,queue,mailboxid,defaultmailbox
Mailbox_Annotation,OneToMany,mailbox,annotation,mailboxid,objectid
mailbox_TraceRegardings,OneToMany,mailbox,traceregarding,mailboxid,regardingobjectid
email_sendermailboxid_mailbox,OneToMany,mailbox,email,mailboxid,sendermailboxid
mailbox_mailboxstatistics,OneToMany,mailbox,mailboxstatistics,mailboxid,mailboxid
mailbox_email_ReceivingMailboxId,OneToMany,mailbox,email,mailboxid,receivingmailboxid
chat_mailbox_sendermailboxid,OneToMany,mailbox,chat,mailboxid,sendermailboxid
adx_inviteredemption_mailbox_sendermailboxid,OneToMany,mailbox,adx_inviteredemption,mailboxid,sendermailboxid
adx_portalcomment_mailbox_sendermailboxid,OneToMany,mailbox,adx_portalcomment,mailboxid,sendermailboxid
msdyn_bookingalert_mailbox_sendermailboxid,OneToMany,mailbox,msdyn_bookingalert,mailboxid,sendermailboxid
qrt_assetmanagementrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_assetmanagementrequests,mailboxid,sendermailboxid
qrt_bidissuance_mailbox_sendermailboxid,OneToMany,mailbox,qrt_bidissuance,mailboxid,sendermailboxid
qrt_constructionrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_constructionrequests,mailboxid,sendermailboxid
qrt_designrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_designrequests,mailboxid,sendermailboxid
qrt_developmentrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_developmentrequests,mailboxid,sendermailboxid
qrt_engineeringrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_engineeringrequests,mailboxid,sendermailboxid
qrt_estimateresquests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_estimateresquests,mailboxid,sendermailboxid
qrt_financerequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_financerequests,mailboxid,sendermailboxid
qrt_legalrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_legalrequests,mailboxid,sendermailboxid
qrt_procurementrequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_procurementrequests,mailboxid,sendermailboxid
mailbox_DeletedItemReferences,OneToMany,mailbox,deleteditemreference,mailboxid,deletedobject
qrt_aossuggestionbox_mailbox_sendermailboxid,OneToMany,mailbox,qrt_aossuggestionbox,mailboxid,sendermailboxid
qrt_schedulerequests_mailbox_sendermailboxid,OneToMany,mailbox,qrt_schedulerequests,mailboxid,sendermailboxid
mailboxstatistics_DeletedItemReferences,OneToMany,mailboxstatistics,deleteditemreference,mailboxstatisticsid,deletedobject
makerfewshot_DeletedItemReferences,OneToMany,makerfewshot,deleteditemreference,makerfewshotid,deletedobject
managedidentity_KeyVaultReference,OneToMany,managedidentity,keyvaultreference,managedidentityid,managedidentityid
managedidentity_pluginpackage,OneToMany,managedidentity,pluginpackage,managedidentityid,managedidentityid
managedidentity_emailserverprofile_managedidentityid,OneToMany,managedidentity,emailserverprofile,managedidentityid,managedidentityid
managedidentity_emailserverprofile_acsmanagedidentityid,OneToMany,managedidentity,emailserverprofile,managedidentityid,acsmanagedidentityid
ComponentId_CertificateCredential_Managedidentity,OneToMany,managedidentity,certificatecredential,managedidentityid,componentid
ManagedIdentity_SharePointManagedIdentity_ManagedIdentityId,OneToMany,managedidentity,sharepointmanagedidentity,managedidentityid,managedidentityid
PowerPagesManagedIdentity_ManagedIdentity_ManagedIdentity,OneToMany,managedidentity,powerpagesmanagedidentity,managedidentityid,managedidentity
managedidentity_emailserverprofile_purviewmanagedidentityid,OneToMany,managedidentity,emailserverprofile,managedidentityid,purviewmanagedidentityid
maskingrule_attributemaskingrule,OneToMany,maskingrule,attributemaskingrule,maskingruleid,maskingruleid
MCPTool_MCPServer_MCPServer,OneToMany,mcpserver,mcptool,mcpserverid,mcpserverid
metadatadifference_DeletedItemReferences,OneToMany,metadatadifference,deleteditemreference,metadatadifferenceid,deletedobject
metric_goal,OneToMany,metric,goal,metricid,metricid
metric_rollupfield,OneToMany,metric,rollupfield,metricid,metricid
metric_DeletedItemReferences,OneToMany,metric,deleteditemreference,metricid,deletedobject
mobileofflineprofileextension_DeletedItemReferences,OneToMany,mobileofflineprofileextension,deleteditemreference,mobileofflineprofileextensionid,deletedobject
msdyn_AIBDatasetFile_msdyn_AIBDatas,OneToMany,msdyn_aibdataset,msdyn_aibdatasetfile,msdyn_aibdatasetid,msdyn_aibdatasetid
msdyn_AIBDatasetRecord_msdyn_AIBDataset,OneToMany,msdyn_aibdataset,msdyn_aibdatasetrecord,msdyn_aibdatasetid,msdyn_aibdatasetsid
msdyn_aibdataset_DeletedItemReferences,OneToMany,msdyn_aibdataset,deleteditemreference,msdyn_aibdatasetid,deletedobject
msdyn_AIBFileAttachedData_msdyn_AIB,OneToMany,msdyn_aibdatasetfile,msdyn_aibfileattacheddata,msdyn_aibdatasetfileid,msdyn_aibdatasetfileid
msdyn_aibdatasetfile_DeletedItemReferences,OneToMany,msdyn_aibdatasetfile,deleteditemreference,msdyn_aibdatasetfileid,deletedobject
msdyn_aibdatasetrecord_DeletedItemReferences,OneToMany,msdyn_aibdatasetrecord,deleteditemreference,msdyn_aibdatasetrecordid,deletedobject
msdyn_AIBDataset_msdyn_AIBDatasetsContain,OneToMany,msdyn_aibdatasetscontainer,msdyn_aibdataset,msdyn_aibdatasetscontainerid,msdyn_aibdatasetscontainerid
msdyn_AIBFile_msdyn_AIBDatasetsCont,OneToMany,msdyn_aibdatasetscontainer,msdyn_aibfile,msdyn_aibdatasetscontainerid,msdyn_aibdatasetscontainerid
msdyn_aibdatasetscontainer_DeletedItemReferences,OneToMany,msdyn_aibdatasetscontainer,deleteditemreference,msdyn_aibdatasetscontainerid,deletedobject
msdyn_aibfeedbackloop_DeletedItemReferences,OneToMany,msdyn_aibfeedbackloop,deleteditemreference,msdyn_aibfeedbackloopid,deletedobject
msdyn_AIBDatasetFile_msdyn_AIBuilde,OneToMany,msdyn_aibfile,msdyn_aibdatasetfile,msdyn_aibfileid,msdyn_aibfileid
msdyn_aibfile_DeletedItemReferences,OneToMany,msdyn_aibfile,deleteditemreference,msdyn_aibfileid,deletedobject
msdyn_aibfileattacheddata_DeletedItemReferences,OneToMany,msdyn_aibfileattacheddata,deleteditemreference,msdyn_aibfileattacheddataid,deletedobject
msdyn_aiconfiguration_msdyn_aiconfiguration,OneToMany,msdyn_aiconfiguration,msdyn_aiconfiguration,msdyn_aiconfigurationid,msdyn_trainedmodelaiconfigurationpareid
msdyn_createdfromconfiguration_msdyn_toconfiguration,OneToMany,msdyn_aiconfiguration,msdyn_aiconfiguration,msdyn_aiconfigurationid,msdyn_createdfromconfigurationid
msdyn_aiconfiguration_msdyn_aiodtrainingimage,OneToMany,msdyn_aiconfiguration,msdyn_aiodtrainingimage,msdyn_aiconfigurationid,msdyn_aiconfigurationid
msdyn_msdyn_aiconfiguration_msdyn_aifptrainingdocument_AIConfigurationId,OneToMany,msdyn_aiconfiguration,msdyn_aifptrainingdocument,msdyn_aiconfigurationid,msdyn_aiconfigurationid
msdyn_aidataprocessingevent_DeletedItemReferences,OneToMany,msdyn_aidataprocessingevent,deleteditemreference,msdyn_aidataprocessingeventid,deletedobject
msdyn_aievaluationconfiguration_msdyn_aievaluationrun,OneToMany,msdyn_aievaluationconfiguration,msdyn_aievaluationrun,msdyn_aievaluationconfigurationid,msdyn_aievaluationconfigurationid
msdyn_aievaluationrun_DeletedItemReferences,OneToMany,msdyn_aievaluationrun,deleteditemreference,msdyn_aievaluationrunid,deletedobject
msdyn_aievent_DeletedItemReferences,OneToMany,msdyn_aievent,deleteditemreference,msdyn_aieventid,deletedobject
msdyn_aifptrainingdocument_Annotations,OneToMany,msdyn_aifptrainingdocument,annotation,msdyn_aifptrainingdocumentid,objectid
msdyn_aifptrainingdocument_DeletedItemReferences,OneToMany,msdyn_aifptrainingdocument,deleteditemreference,msdyn_aifptrainingdocumentid,deletedobject
msdyn_aimodel_msdyn_aiconfiguration,OneToMany,msdyn_aimodel,msdyn_aiconfiguration,msdyn_aimodelid,msdyn_aimodelid
msdyn_aimodel_msdyn_aievent,OneToMany,msdyn_aimodel,msdyn_aievent,msdyn_aimodelid,msdyn_aimodelid
msdyn_AIPluginOperation_AIModel,OneToMany,msdyn_aimodel,aipluginoperation,msdyn_aimodelid,msdyn_aimodel
msdyn_aimodel_Annotations,OneToMany,msdyn_aimodel,annotation,msdyn_aimodelid,objectid
msdyn_AIBDatasetsContainer_msdyn_AIModelI,OneToMany,msdyn_aimodel,msdyn_aibdatasetscontainer,msdyn_aimodelid,msdyn_aimodelid
msdyn_aimodel_aiskillconfig_AIModel,OneToMany,msdyn_aimodel,aiskillconfig,msdyn_aimodelid,aimodel
msdyn_aioptimization_aimodelid_msdyn_aimodel,OneToMany,msdyn_aimodel,msdyn_aioptimization,msdyn_aimodelid,msdyn_aimodelid
msdyn_AIBFeedbackLoop_msdyn_AIModel,OneToMany,msdyn_aimodel,msdyn_aibfeedbackloop,msdyn_aimodelid,msdyn_aimodelid
msdyn_aimodelcatalog_msdyn_aimodel,OneToMany,msdyn_aimodelcatalog,msdyn_aimodel,msdyn_aimodelcatalogid,msdyn_aimodelcatalog
msdyn_aiodimage_Annotations,OneToMany,msdyn_aiodimage,annotation,msdyn_aiodimageid,objectid
msdyn_aiodimage_DeletedItemReferences,OneToMany,msdyn_aiodimage,deleteditemreference,msdyn_aiodimageid,deletedobject
msdyn_aiodimage_msdyn_aiodtrainingimage,OneToMany,msdyn_aiodimage,msdyn_aiodtrainingimage,msdyn_aiodimageid,msdyn_aiodimageid
msdyn_aiodlabel_DeletedItemReferences,OneToMany,msdyn_aiodlabel,deleteditemreference,msdyn_aiodlabelid,deletedobject
msdyn_aiodlabel_msdyn_aiodtrainingboundingbox,OneToMany,msdyn_aiodlabel,msdyn_aiodtrainingboundingbox,msdyn_aiodlabelid,msdyn_aiodlabelid
msdyn_aiodlabel_msdyn_aiconfiguration_DeletedItemReferences,OneToMany,msdyn_aiodlabel_msdyn_aiconfiguration,deleteditemreference,msdyn_aiodlabel_msdyn_aiconfigurationid,deletedobject
msdyn_aiodtrainingboundingbox_DeletedItemReferences,OneToMany,msdyn_aiodtrainingboundingbox,deleteditemreference,msdyn_aiodtrainingboundingboxid,deletedobject
msdyn_aiodtrainingimage_DeletedItemReferences,OneToMany,msdyn_aiodtrainingimage,deleteditemreference,msdyn_aiodtrainingimageid,deletedobject
msdyn_aiodtrainingimage_msdyn_aiodtrainingboundingbox,OneToMany,msdyn_aiodtrainingimage,msdyn_aiodtrainingboundingbox,msdyn_aiodtrainingimageid,msdyn_aiodtrainingimageid
msdyn_aioptimization_DeletedItemReferences,OneToMany,msdyn_aioptimization,deleteditemreference,msdyn_aioptimizationid,deletedobject
msdyn_aioptimizationprivatedata_DeletedItemReferences,OneToMany,msdyn_aioptimizationprivatedata,deleteditemreference,msdyn_aioptimizationprivatedataid,deletedobject
msdyn_aioptimizationprivatedata_msdyn_aioptimization,OneToMany,msdyn_aioptimizationprivatedata,msdyn_aioptimization,msdyn_aioptimizationprivatedataid,msdyn_aioptimizationprivatedataid
msdyn_aitemplate_msdyn_aimodel,OneToMany,msdyn_aitemplate,msdyn_aimodel,msdyn_aitemplateid,msdyn_templateid
msdyn_aitestcase_msdyn_aitestcaseinput,OneToMany,msdyn_aitestcase,msdyn_aitestcaseinput,msdyn_aitestcaseid,msdyn_aitestcaseid
msdyn_aitestcase_msdyn_aitestrun,OneToMany,msdyn_aitestcase,msdyn_aitestrun,msdyn_aitestcaseid,msdyn_aitestcaseid
msdyn_aitestcaseinput_msdyn_aitestcasedocument,OneToMany,msdyn_aitestcaseinput,msdyn_aitestcasedocument,msdyn_aitestcaseinputid,msdyn_aitestcaseinputid
msdyn_aitestrun_DeletedItemReferences,OneToMany,msdyn_aitestrun,deleteditemreference,msdyn_aitestrunid,deletedobject
msdyn_aitestrunbatch_msdyn_aitestrun,OneToMany,msdyn_aitestrunbatch,msdyn_aitestrun,msdyn_aitestrunbatchid,msdyn_aitestrunbatchid
msdyn_aitestrunbatch_DeletedItemReferences,OneToMany,msdyn_aitestrunbatch,deleteditemreference,msdyn_aitestrunbatchid,deletedobject
msdyn_analysiscomponent_msdyn_analysisresult,OneToMany,msdyn_analysiscomponent,msdyn_analysisresult,msdyn_analysiscomponentid,msdyn_analysiscomponentid
msdyn_analysiscomponent_DeletedItemReferences,OneToMany,msdyn_analysiscomponent,deleteditemreference,msdyn_analysiscomponentid,deletedobject
msdyn_analysisjob_msdyn_analysiscomponent,OneToMany,msdyn_analysisjob,msdyn_analysiscomponent,msdyn_analysisjobid,msdyn_analysisjobid
msdyn_analysisjob_msdyn_analysisresult,OneToMany,msdyn_analysisjob,msdyn_analysisresult,msdyn_analysisjobid,msdyn_analysisjobid
msdyn_analysisjob_DeletedItemReferences,OneToMany,msdyn_analysisjob,deleteditemreference,msdyn_analysisjobid,deletedobject
msdyn_analysisoverride_DeletedItemReferences,OneToMany,msdyn_analysisoverride,deleteditemreference,msdyn_analysisoverrideid,deletedobject
msdyn_msdyn_analysisresult_msdyn_analysisresultdetail_AnalysisResult,OneToMany,msdyn_analysisresult,msdyn_analysisresultdetail,msdyn_analysisresultid,msdyn_analysisresult
msdyn_analysisresult_DeletedItemReferences,OneToMany,msdyn_analysisresult,deleteditemreference,msdyn_analysisresultid,deletedobject
msdyn_analysisresultdetail_DeletedItemReferences,OneToMany,msdyn_analysisresultdetail,deleteditemreference,msdyn_analysisresultdetailid,deletedobject
msdyn_bookableresourceassociation_DeletedItemReferences,OneToMany,msdyn_bookableresourceassociation,deleteditemreference,msdyn_bookableresourceassociationid,deletedobject
msdyn_bookingalert_ActionCards,OneToMany,msdyn_bookingalert,actioncard,activityid,regardingobjectid
msdyn_bookingalert_connections1,OneToMany,msdyn_bookingalert,connection,activityid,record1id
msdyn_bookingalert_connections2,OneToMany,msdyn_bookingalert,connection,activityid,record2id
msdyn_bookingalert_Annotations,OneToMany,msdyn_bookingalert,annotation,activityid,objectid
msdyn_msdyn_bookingalert_msdyn_bookingalertstatus_BookingAlert,OneToMany,msdyn_bookingalert,msdyn_bookingalertstatus,activityid,msdyn_bookingalert
msdyn_bookingalert_DeletedItemReferences,OneToMany,msdyn_bookingalert,deleteditemreference,activityid,deletedobject
