LogicalName,Label,SchemaName,EntitySetName,IsCustomEntity,IsActivity,PrimaryIdAttribute,PrimaryNameAttribute,Description
msdyn_connectordatasource,Virtual Connector Data Source,msdyn_connectordatasource,msdyn_connectordatasources,True,False,msdyn_connectordatasourceid,msdyn_name,
msdyn_connectordatasource_environmentva,msdyn_connectordatasource_environmentva,msdyn_connectordatasource_environmentva,msdyn_connectordatasource_environmentvaset,True,False,msdyn_connectordatasource_environmentvaid,,
msdyn_copilotinteractions,Copilot Interactions,msdyn_CopilotInteractions,msdyn_copilotinteractionses,True,False,msdyn_copilotinteractionsid,msdyn_name,Data table of previous copilot interactions.
msdyn_customcontrolextendedsettings,Custom Control Extended Setting,msdyn_customcontrolextendedsettings,msdyn_customcontrolextendedsettingses,True,False,msdyn_customcontrolextendedsettingsid,msdyn_name,
msdyn_dataflow,Dataflow,msdyn_dataflow,msdyn_dataflows,True,False,msdyn_dataflowid,msdyn_name,
msdyn_dataflow_datalakefolder,Dataflow DatalakeFolder,msdyn_dataflow_datalakefolder,msdyn_dataflow_datalakefolders,True,False,msdyn_dataflow_datalakefolderid,msdyn_dataflow_datalakefolder,
msdyn_dataflowconnectionreference,Dataflow Connection Reference,msdyn_DataflowConnectionReference,msdyn_dataflowconnectionreferences,True,False,msdyn_dataflowconnectionreferenceid,msdyn_name,Intersecting table between Dataflow and Connection Reference
msdyn_dataflowrefreshhistory,DataflowRefreshHistory,msdyn_dataflowrefreshhistory,msdyn_dataflowrefreshhistories,True,False,msdyn_dataflowrefreshhistoryid,msdyn_name,
msdyn_dataflowtemplate,Dataflow Template,msdyn_DataflowTemplate,msdyn_dataflowtemplates,True,False,msdyn_dataflowtemplateid,msdyn_uniquename,An entity to store information about dataflow templates
msdyn_datalakeds,Insights Store Data Source,msdyn_datalakeds,msdyn_datalakedses,True,False,msdyn_datalakedsid,msdyn_name,
msdyn_dataworkspace,Data Workspace,msdyn_DataWorkspace,msdyn_dataworkspaces,True,False,msdyn_dataworkspaceid,msdyn_name,Table that stores Data workspace records.
msdyn_deletedproject,Deleted Project,msdyn_deletedproject,msdyn_deletedprojects,True,False,msdyn_deletedprojectid,msdyn_projectid,(Internal use only) It stores deleted project ids that are not synced up with PSS.
msdyn_dmsrequest,Data Movement Service Request,msdyn_dmsrequest,msdyn_dmsrequests,True,False,msdyn_dmsrequestid,msdyn_requestuniquename,Table for Data Movement Service Requests
msdyn_dmsrequeststatus,Data Movement Service Request Status,msdyn_dmsrequeststatus,msdyn_dmsrequeststatuses,True,False,msdyn_dmsrequeststatusid,msdyn_jobuniquename,Table for Data Movement Service Request Status
msdyn_dmssyncrequest,DMS Sync Request,msdyn_dmssyncrequest,msdyn_dmssyncrequests,True,False,msdyn_dmssyncrequestid,msdyn_requestuniquename,An entity to save DMS sync requests.
msdyn_dmssyncstatus,DMS Sync Status,msdyn_dmssyncstatus,msdyn_dmssyncstatuses,True,False,msdyn_dmssyncstatusid,msdyn_statusuniquename,An entity to save DMS sync statuses.
msdyn_documentheader,Document Header,msdyn_documentheader,msdyn_documentheaders,True,False,msdyn_documentheaderid,msdyn_name,The header for the document
msdyn_documentsection,Document Section,msdyn_documentsection,msdyn_documentsections,True,False,msdyn_documentsectionid,msdyn_name,The sections of the document
msdyn_entitylinkchatconfiguration,Entity link chat configuration,msdyn_entitylinkchatconfiguration,msdyn_entitylinkchatconfigurations,True,False,msdyn_entitylinkchatconfigurationid,msdyn_name,
msdyn_entityrefreshhistory,EntityRefreshHistory,msdyn_entityrefreshhistory,msdyn_entityrefreshhistories,True,False,msdyn_entityrefreshhistoryid,msdyn_name,
msdyn_favoriteknowledgearticle,Favorite knowledge article,msdyn_favoriteknowledgearticle,msdyn_favoriteknowledgearticles,True,False,msdyn_favoriteknowledgearticleid,msdyn_name,Entity for favorite knowledge articles
msdyn_federatedarticle,Knowledge Federated Article,msdyn_federatedarticle,msdyn_federatedarticles,True,False,msdyn_federatedarticleid,msdyn_title,
msdyn_federatedarticleincident,Knowledge Federated Article Incident,msdyn_federatedarticleincident,msdyn_federatedarticleincidents,True,False,msdyn_federatedarticleincidentid,msdyn_name,
msdyn_fileupload,File Upload,msdyn_FileUpload,msdyn_fileuploads,True,False,msdyn_fileuploadid,msdyn_filename,
msdyn_flow_actionapprovalmodel,Action Approval Model,msdyn_flow_actionapprovalmodel,msdyn_flow_actionapprovalmodels,True,False,msdyn_flow_actionapprovalmodelid,msdyn_flow_actionapprovalmodel_name,The action approval model data attached to an action approval.
msdyn_flow_actionapprovalmodel_systemuser,msdyn_flow_actionapprovalmodel_systemuser,msdyn_flow_actionapprovalmodel_systemuser,msdyn_flow_actionapprovalmodel_systemuserset,True,False,msdyn_flow_actionapprovalmodel_systemuserid,,
msdyn_flow_actionapprovalmodel_team,msdyn_flow_actionapprovalmodel_team,msdyn_flow_actionapprovalmodel_team,msdyn_flow_actionapprovalmodel_teamset,True,False,msdyn_flow_actionapprovalmodel_teamid,,
msdyn_flow_approval,Approval,msdyn_flow_approval,msdyn_flow_approvals,True,False,msdyn_flow_approvalid,msdyn_flow_approval_name,An approval.
msdyn_flow_approvalrequest,Approval Request,msdyn_flow_approvalrequest,msdyn_flow_approvalrequests,True,False,msdyn_flow_approvalrequestid,msdyn_flow_approvalrequest_name,An individual request for approval.
msdyn_flow_approvalresponse,Approval Response,msdyn_flow_approvalresponse,msdyn_flow_approvalresponses,True,False,msdyn_flow_approvalresponseid,msdyn_flow_approvalresponse_name,An individual response to an approval.
msdyn_flow_approvalstep,Approval Step,msdyn_flow_approvalstep,msdyn_flow_approvalsteps,True,False,msdyn_flow_approvalstepid,msdyn_name,
msdyn_flow_awaitallactionapprovalmodel,Await All Action Approval Model,msdyn_flow_awaitallactionapprovalmodel,msdyn_flow_awaitallactionapprovalmodels,True,False,msdyn_flow_awaitallactionapprovalmodelid,msdyn_flow_awaitallactionapprovalmodel_name,The await all action approval model data attached to an action approval.
msdyn_flow_awaitallactionapprovalmodel_team,msdyn_flow_awaitallactionapprovalmodel_team,msdyn_flow_awaitallactionapprovalmodel_team,msdyn_flow_awaitallactionapprovalmodel_teamset,True,False,msdyn_flow_awaitallactionapprovalmodel_teamid,,
msdyn_flow_awaitallactionapprovalmodel_user,msdyn_flow_awaitallactionapprovalmodel_user,msdyn_flow_awaitallactionapprovalmodel_user,msdyn_flow_awaitallactionapprovalmodel_userset,True,False,msdyn_flow_awaitallactionapprovalmodel_userid,,
msdyn_flow_awaitallapprovalmodel,Await All Approval Model,msdyn_flow_awaitallapprovalmodel,msdyn_flow_awaitallapprovalmodels,True,False,msdyn_flow_awaitallapprovalmodelid,msdyn_flow_awaitallapprovalmodel_name,The await all approval model data attached to an approval.
msdyn_flow_awaitallmodel_systemuser,msdyn_flow_awaitallmodel_systemuser,msdyn_flow_awaitallmodel_systemuser,msdyn_flow_awaitallmodel_systemuserset,True,False,msdyn_flow_awaitallmodel_systemuserid,,
msdyn_flow_awaitallmodel_team,msdyn_flow_awaitallmodel_team,msdyn_flow_awaitallmodel_team,msdyn_flow_awaitallmodel_teamset,True,False,msdyn_flow_awaitallmodel_teamid,,
msdyn_flow_basicapprovalmodel,Basic Approval Model Data,msdyn_flow_basicapprovalmodel,msdyn_flow_basicapprovalmodels,True,False,msdyn_flow_basicapprovalmodelid,msdyn_flow_basicapprovalmodel_name,The basic approval model data attached to an approval.
msdyn_flow_basicapprovalmodel_systemuser,msdyn_flow_basicapprovalmodel_systemuser,msdyn_flow_basicapprovalmodel_systemuser,msdyn_flow_basicapprovalmodel_systemuserset,True,False,msdyn_flow_basicapprovalmodel_systemuserid,,
msdyn_flow_basicapprovalmodel_team,msdyn_flow_basicapprovalmodel_team,msdyn_flow_basicapprovalmodel_team,msdyn_flow_basicapprovalmodel_teamset,True,False,msdyn_flow_basicapprovalmodel_teamid,,
msdyn_flow_flowapproval,Flow Approval,msdyn_flow_flowapproval,msdyn_flow_flowapprovals,True,False,msdyn_flow_flowapprovalid,msdyn_flow_flowapproval_name,Microsoft Flow data attached to an approval.
msdyn_formmapping,Form Mapping,msdyn_FormMapping,msdyn_formmappings,True,False,msdyn_formmappingid,msdyn_formname,
msdyn_function,Function,msdyn_function,msdyn_functions,True,False,msdyn_functionid,name,
msdyn_helppage,Help Page,msdyn_helppage,msdyn_helppages,True,False,msdyn_helppageid,msdyn_displayname,
msdyn_historicalcaseharvestbatch,msdyn_historicalcaseharvestbatch,msdyn_historicalcaseharvestbatch,msdyn_historicalcaseharvestbatches,True,False,msdyn_historicalcaseharvestbatchid,msdyn_name,
msdyn_historicalcaseharvestrun,msdyn_historicalcaseharvestrun,msdyn_historicalcaseharvestrun,msdyn_historicalcaseharvestruns,True,False,msdyn_historicalcaseharvestrunid,msdyn_paginationmarker,
msdyn_insightsstorevirtualentity,Insights Store Virtual Entity,msdyn_InsightsStoreVirtualEntity,msdyn_insightsstorevirtualentities,True,False,msdyn_insightsstorevirtualentityid,name,Insights Store Virtual Entity
msdyn_integratedsearchprovider,Integrated search provider,msdyn_integratedsearchprovider,msdyn_integratedsearchproviders,True,False,msdyn_integratedsearchproviderid,msdyn_name,"Ingest and search files, documents, or articles from data sources outside of your current Dynamics 365 organization with a unified ranking."
msdyn_interimupdateknowledgearticle,Interim Update Knowledge Article,msdyn_interimupdateknowledgearticle,msdyn_interimupdateknowledgearticles,True,False,msdyn_interimupdateknowledgearticleid,msdyn_title,Interim table to facilitate the update of knowledge articles from knowledge harvesting.
msdyn_kalanguagesetting,Knowledge article language setting,msdyn_kalanguagesetting,msdyn_kalanguagesettings,True,False,msdyn_kalanguagesettingid,msdyn_name,Allows you to select default language for knowledge authoring.
msdyn_kbattachment,Knowledge Article Attachment,msdyn_kbattachment,msdyn_kbattachments,True,False,msdyn_kbattachmentid,msdyn_filename,
msdyn_kmfederatedsearchconfig,Search provider,msdyn_kmfederatedsearchconfig,msdyn_kmfederatedsearchconfigs,True,False,msdyn_kmfederatedsearchconfigid,msdyn_name,
msdyn_kmpersonalizationsetting,Knowledge personalization,msdyn_kmpersonalizationsetting,msdyn_kmpersonalizationsettings,True,False,msdyn_kmpersonalizationsettingid,msdyn_name,Allows users to personalize their knowledge search filters and knowledge authoring language.
msdyn_knowledgearticlecustomentity,Knowledge Article Custom Entity,msdyn_knowledgearticlecustomentity,msdyn_knowledgearticlecustomentities,True,False,msdyn_knowledgearticlecustomentityid,msdyn_entityname,Table to facilitate the linking of knowledge articles to custom entity sources.
msdyn_knowledgearticleimage,Knowledge Article Image,msdyn_knowledgearticleimage,msdyn_knowledgearticleimages,True,False,msdyn_knowledgearticleimageid,msdyn_filename,
msdyn_knowledgearticletemplate,Knowledge Article Template,msdyn_knowledgearticletemplate,msdyn_knowledgearticletemplates,True,False,msdyn_knowledgearticletemplateid,msdyn_name,Organizational Knowledge Article Template for Internal and external creation of Knowledge Articles.
msdyn_knowledgeassetconfiguration,Knowledge Asset Configuration,msdyn_knowledgeassetconfiguration,msdyn_knowledgeassetconfigurations,True,False,msdyn_knowledgeassetconfigurationid,name,Knowledge asset configurations for data sources configured in knowledge hub.
msdyn_knowledgeconfiguration,Knowledge Configuration,msdyn_knowledgeconfiguration,msdyn_knowledgeconfigurations,True,False,msdyn_knowledgeconfigurationid,msdyn_settingname,Represents the possible settings used in Knowledge management
msdyn_knowledgeharvestjobrecord,Knowledge Harvest Job Record,msdyn_knowledgeharvestjobrecord,msdyn_knowledgeharvestjobrecords,True,False,msdyn_knowledgeharvestjobrecordid,msdyn_entityids,Tracking entity record used to trigger the harvesting process for knowledge articles
msdyn_knowledgeinteractioninsight,Knowledge Interaction Insight,msdyn_knowledgeinteractioninsight,msdyn_knowledgeinteractioninsights,True,False,msdyn_knowledgeinteractioninsightid,msdyn_interactiontype,Knowledge Interaction Insight
msdyn_knowledgemanagementsetting,Knowledge Management Setting,msdyn_knowledgemanagementsetting,msdyn_knowledgemanagementsettings,True,False,msdyn_knowledgemanagementsettingid,msdyn_entityname,Setup knowledge management for your organization.
msdyn_knowledgepersonalfilter,Knowledge search personal filter config,msdyn_knowledgepersonalfilter,msdyn_knowledgepersonalfilters,True,False,msdyn_knowledgepersonalfilterid,msdyn_name,Allows you to configure and manage personal filter settings.
msdyn_knowledgesearchfilter,Knowledge search filter,msdyn_knowledgesearchfilter,msdyn_knowledgesearchfilters,True,False,msdyn_knowledgesearchfilterid,msdyn_name,Allows you to configure and manage filter settings.
msdyn_knowledgesearchinsight,Knowledge Search Insight,msdyn_knowledgesearchinsight,msdyn_knowledgesearchinsights,True,False,msdyn_knowledgesearchinsightid,msdyn_searchterm,Knowledge Search Insight
msdyn_longrunningjobstatus,Long Running Job Status (For internal use only),msdyn_longrunningjobstatus,msdyn_longrunningjobstatuses,True,False,msdyn_longrunningjobstatusid,msdyn_name,The table tracking the Status of Long Running Jobs (For internal use only).
msdyn_mobileapp,Mobile App,msdyn_mobileapp,msdyn_mobileapps,True,False,msdyn_mobileappid,name,Mobile App
msdyn_modulerundetail,Module Run Detail,msdyn_modulerundetail,msdyn_modulerundetails,True,False,msdyn_modulerundetailid,msdyn_modelrunid,Result of execution of a MEF model
msdyn_msdyn_kbattachment_knowledgearticle,msdyn_msdyn_kbattachment_knowledgearticle,msdyn_msdyn_kbattachment_knowledgearticle,msdyn_msdyn_kbattachment_knowledgearticleset,True,False,msdyn_msdyn_kbattachment_knowledgearticleid,,
msdyn_nonrelationalds,NonRelational Data Source,msdyn_nonrelationalds,msdyn_nonrelationaldses,True,False,msdyn_nonrelationaldsid,msdyn_name,
msdyn_odatav4ds,OData v4 Data Source,msdyn_odatav4ds,msdyn_odatav4ds,True,False,msdyn_odatav4dsid,msdyn_name,Data sources used by the OData v4 data provider to access data from an external web service.
msdyn_operationset,OperationSet,msdyn_operationset,msdyn_operationsets,True,False,msdyn_operationsetid,msdyn_description,Used to represent operationSets
msdyn_operationsetdetail,OperationSet Detail,msdyn_operationsetdetail,msdyn_operationsetdetails,True,False,msdyn_operationsetdetailid,msdyn_entityname,Contains details of each operationSet request
msdyn_optimizationrequest,Optimization Request,msdyn_OptimizationRequest,msdyn_optimizationrequests,True,False,msdyn_optimizationrequestid,msdyn_name,
msdyn_organizationalunit,Organizational Unit,msdyn_organizationalunit,msdyn_organizationalunits,True,False,msdyn_organizationalunitid,msdyn_name,
msdyn_plan,Plan,msdyn_Plan,msdyn_plans,True,False,msdyn_planid,msdyn_name,Table that stores plan records.
msdyn_planartifact,Plan Artifact,msdyn_PlanArtifact,msdyn_planartifacts,True,False,msdyn_planartifactid,msdyn_name,Table that stores the artifact records for a plan.
msdyn_planattachment,Plan Attachment,msdyn_PlanAttachment,msdyn_planattachments,True,False,msdyn_planattachmentid,msdyn_name,
msdyn_pmanalysishistory,PM Analysis History,msdyn_pmanalysishistory,msdyn_pmanalysishistories,True,False,msdyn_pmanalysishistoryid,msdyn_name,
msdyn_pmbusinessruleautomationconfig,PM Business Rule Automation Config,msdyn_pmbusinessruleautomationconfig,msdyn_pmbusinessruleautomationconfigs,True,False,msdyn_pmbusinessruleautomationconfigid,msdyn_name,
msdyn_pmcalendar,PM Calendar,msdyn_pmcalendar,msdyn_pmcalendars,True,False,msdyn_pmcalendarid,msdyn_name,
msdyn_pmcalendarversion,PM Calendar Version,msdyn_pmcalendarversion,msdyn_pmcalendarversions,True,False,msdyn_pmcalendarversionid,msdyn_name,
msdyn_pminferredtask,PM Inferred Task,msdyn_pminferredtask,msdyn_pminferredtasks,True,False,msdyn_pminferredtaskid,msdyn_name,
msdyn_pmprocessextendedmetadataversion,PM Process Extended Metadata Version,msdyn_pmprocessextendedmetadataversion,msdyn_pmprocessextendedmetadataversions,True,False,msdyn_pmprocessextendedmetadataversionid,msdyn_name,
msdyn_pmprocesstemplate,PM Process Template,msdyn_pmprocesstemplate,msdyn_pmprocesstemplates,True,False,msdyn_pmprocesstemplateid,msdyn_name,
msdyn_pmprocessusersettings,PM Process User Settings,msdyn_pmprocessusersettings,msdyn_pmprocessusersettings,True,False,msdyn_pmprocessusersettingsid,msdyn_name,
msdyn_pmprocessversion,PM Process Version,msdyn_pmprocessversion,msdyn_pmprocessversions,True,False,msdyn_pmprocessversionid,msdyn_name,
msdyn_pmrecording,PM Recording,msdyn_pmrecording,msdyn_pmrecordings,True,False,msdyn_pmrecordingid,msdyn_name,
msdyn_pmsimulation,PM Simulation,msdyn_pmsimulation,msdyn_pmsimulations,True,False,msdyn_pmsimulationid,msdyn_name,
msdyn_pmtab,PM Tab,msdyn_pmtab,msdyn_pmtabs,True,False,msdyn_pmtabid,msdyn_name,
msdyn_pmtemplate,PM Template,msdyn_pmtemplate,msdyn_pmtemplates,True,False,msdyn_pmtemplateid,msdyn_name,
msdyn_pmview,PM View,msdyn_pmview,msdyn_pmviews,True,False,msdyn_pmviewid,msdyn_name,
msdyn_priority,Priority,msdyn_priority,msdyn_priorities,True,False,msdyn_priorityid,msdyn_name,"Priorities to be used on bookings. In addition, a color could be specified for each priority type and the color selected will be shown visually on the schedule board."
msdyn_project,Plan,msdyn_project,msdyn_projects,True,False,msdyn_projectid,msdyn_subject,Delivery entity in an engagement.
msdyn_projectbaselinedata,Project Baseline Data,msdyn_projectbaselinedata,msdyn_projectbaselinedatas,True,False,msdyn_projectbaselinedataid,msdyn_name,"Entity to store baseline data and project fields (project start, finish, duration, percent complete, effort)."
msdyn_projectbaselinetaskdata,Project Baseline Task Data,msdyn_projectbaselinetaskdata,msdyn_projectbaselinetaskdatas,True,False,msdyn_projectbaselinetaskdataid,msdyn_name,"Entity to store baseline task data (start, finish, duration, percent complete, effort, effort remaining, effort completed)."
msdyn_projectbucket,Project Bucket,msdyn_projectbucket,msdyn_projectbuckets,True,False,msdyn_projectbucketid,msdyn_name,
msdyn_projectchange,Change,msdyn_ProjectChange,msdyn_projectchanges,True,False,msdyn_projectchangeid,msdyn_name,
msdyn_projectchecklist,Project Checklist,msdyn_projectchecklist,msdyn_projectchecklists,True,False,msdyn_projectchecklistid,msdyn_name,
msdyn_projectgoal,Project Goal,msdyn_projectgoal,msdyn_projectgoals,True,False,msdyn_projectgoalid,msdyn_name,
msdyn_projecthistory,Project History,msdyn_projecthistory,msdyn_projecthistory,True,False,msdyn_projecthistoryid,msdyn_name,
msdyn_projectimportstaging,Project Import Staging,msdyn_projectimportstaging,msdyn_projectimportstagings,True,False,msdyn_projectimportstagingid,msdyn_name,Store uploaded mpp files for Project Import functionality.
msdyn_projectinternalconfiguration,Project Internal Configuration,msdyn_projectinternalconfiguration,msdyn_projectinternalconfigurations,True,False,msdyn_projectinternalconfigurationid,msdyn_name,
msdyn_projectissue,Issue,msdyn_ProjectIssue,msdyn_projectissues,True,False,msdyn_projectissueid,msdyn_name,
msdyn_projectlabel,Project Label,msdyn_projectlabel,msdyn_projectlabels,True,False,msdyn_projectlabelid,msdyn_projectlabeltext,Labels related to project tasks
msdyn_projectparameter,Project Parameter,msdyn_projectparameter,msdyn_projectparameters,True,False,msdyn_projectparameterid,msdyn_description,List of settings that determine the behavior of the project-based service solution.
msdyn_projectprogram,Program,msdyn_ProjectProgram,msdyn_projectprograms,True,False,msdyn_projectprogramid,msdyn_name,
msdyn_projectrequest,Project Request,msdyn_ProjectRequest,msdyn_projectrequests,True,False,msdyn_projectrequestid,msdyn_name,
msdyn_projectrisk,Risk,msdyn_ProjectRisk,msdyn_projectrisks,True,False,msdyn_projectriskid,msdyn_name,
msdyn_projectsprint,Project Sprint,msdyn_projectsprint,msdyn_projectsprints,True,False,msdyn_projectsprintid,msdyn_name,
msdyn_projectstatusreport,Status Report,msdyn_ProjectStatusReport,msdyn_projectstatusreports,True,False,msdyn_projectstatusreportid,msdyn_name,
msdyn_projecttask,Project Task,msdyn_projecttask,msdyn_projecttasks,True,False,msdyn_projecttaskid,msdyn_subject,Tasks related to project.
msdyn_projecttaskattachment,Project Task Attachment,msdyn_projecttaskattachment,msdyn_projecttaskattachments,True,False,msdyn_projecttaskattachmentid,msdyn_name,Entity to store attachment link information for a task
msdyn_projecttaskconversation,Project Task Conversation,msdyn_projecttaskconversation,msdyn_projecttaskconversations,True,False,msdyn_projecttaskconversationid,msdyn_name,Teams Conversations on tasks.
msdyn_projecttaskdependency,Project Task Dependency,msdyn_projecttaskdependency,msdyn_projecttaskdependencies,True,False,msdyn_projecttaskdependencyid,msdyn_description,Dependency data between tasks.
msdyn_projecttasktogoal,Project Task to Goal,msdyn_projecttasktogoal,msdyn_projecttasktogoals,True,False,msdyn_projecttasktogoalid,msdyn_name,
msdyn_projecttasktolabel,Project Task To Label,msdyn_projecttasktolabel,msdyn_projecttasktolabels,True,False,msdyn_projecttasktolabelid,msdyn_name,relationship between project tasks and project labels
msdyn_projectteam,Project Team Member,msdyn_projectteam,msdyn_projectteams,True,False,msdyn_projectteamid,msdyn_name,Entity used to model relationship between resources and project teams.
msdyn_projectteampermission,Project Team Member Permission,msdyn_projectteampermission,msdyn_projectteampermission,True,False,msdyn_projectteampermissionid,msdyn_name,Entity used to track entity level access restrictions for a team member. Allows one to set permission on the project record.( This is for internal use only )
msdyn_projectteamschannelmapping,Project Teams Channel Mapping,msdyn_projectteamschannelmapping,msdyn_projectteamschannelmappings,True,False,msdyn_projectteamschannelmappingid,msdyn_name,Mapping between Project and Teams channel. User can create the mapping by pinning a project into a channel.
msdyn_psserrorlog,PSS Error Log,msdyn_psserrorlog,msdyn_psserrorlogs,True,False,msdyn_psserrorlogid,msdyn_correlationid,Represents PSS error logs
msdyn_qna,QnA,msdyn_qna,msdyn_qnas,True,False,msdyn_qnaid,msdyn_question,Question and Answers entity
msdyn_replaylogheader,Replay Log Header (Deprecated),msdyn_replaylogheader,msdyn_replaylogheaders,True,False,msdyn_replaylogheaderid,msdyn_name,Replay log header for the document.
msdyn_replaylogsection,Replay Log Section,msdyn_replaylogsection,msdyn_replaylogsections,True,False,msdyn_replaylogsectionid,msdyn_name,The sections of the replay log.
msdyn_requirementchange,Requirement Change,msdyn_requirementchange,msdyn_requirementchanges,True,False,msdyn_requirementchangeid,msdyn_name,
msdyn_requirementcharacteristic,Requirement Characteristic,msdyn_requirementcharacteristic,msdyn_requirementcharacteristics,True,False,msdyn_requirementcharacteristicid,msdyn_name,Requirement Characteristic
msdyn_requirementdependency,Requirement Dependency,msdyn_requirementdependency,msdyn_requirementdependencies,True,False,msdyn_requirementdependencyid,msdyn_name,
msdyn_requirementgroup,Requirement Group,msdyn_requirementgroup,msdyn_requirementgroups,True,False,msdyn_requirementgroupid,msdyn_name,Service which has resource requirement offering periods
msdyn_requirementorganizationunit,Requirement Organization Unit,msdyn_requirementorganizationunit,msdyn_requirementorganizationunits,True,False,msdyn_requirementorganizationunitid,msdyn_name,Requirement of Organization Unit
msdyn_requirementrelationship,Requirement Relationship,msdyn_requirementrelationship,msdyn_requirementrelationships,True,False,msdyn_requirementrelationshipid,msdyn_name,Relationship of requirements in the group
msdyn_requirementresourcecategory,Requirement Resource Category,msdyn_requirementresourcecategory,msdyn_requirementresourcecategories,True,False,msdyn_requirementresourcecategoryid,msdyn_name,Requirement Resource Category
msdyn_requirementresourcepreference,Requirement Resource Preference,msdyn_requirementresourcepreference,msdyn_requirementresourcepreferences,True,False,msdyn_requirementresourcepreferenceid,msdyn_name,Requirement Resource Preference
msdyn_requirementstatus,Requirement Status,msdyn_requirementstatus,msdyn_requirementstatuses,True,False,msdyn_requirementstatusid,msdyn_name,Requirement Status
msdyn_resourceassignment,Resource Assignment,msdyn_resourceassignment,msdyn_resourceassignments,True,False,msdyn_resourceassignmentid,msdyn_name,Entity used to keep track of resource assignment header information  on tasks.
msdyn_resourcerequest,Resource Request,msdyn_resourcerequest,msdyn_resourcerequests,True,False,msdyn_resourcerequestid,msdyn_name,"Entity that wraps the resource requirement to capture the type of resources, skills, and location required."
msdyn_resourcerequirement,Resource Requirement,msdyn_resourcerequirement,msdyn_resourcerequirements,True,False,msdyn_resourcerequirementid,msdyn_name,Entity used to track the high-level information about resource requirements.
msdyn_resourcerequirement_bookableresource,msdyn_resourcerequirement_bookableresource,msdyn_resourcerequirement_bookableresource,msdyn_resourcerequirement_bookableresourceset,True,False,msdyn_resourcerequirement_bookableresourceid,,
msdyn_resourcerequirement_bookingheader,msdyn_resourcerequirement_bookingheader,msdyn_resourcerequirement_bookingheader,msdyn_resourcerequirement_bookingheaderset,True,False,msdyn_resourcerequirement_bookingheaderid,,
msdyn_resourcerequirement_systemuser,msdyn_resourcerequirement_systemuser,msdyn_resourcerequirement_systemuser,msdyn_resourcerequirement_systemuserset,True,False,msdyn_resourcerequirement_systemuserid,,
msdyn_resourcerequirementdetail,Resource Requirement Detail,msdyn_resourcerequirementdetail,msdyn_resourcerequirementdetails,True,False,msdyn_resourcerequirementdetailid,msdyn_name,Entity used to track the detailed information about resource requirements.
msdyn_resourceterritory,Resource Territory,msdyn_resourceterritory,msdyn_resourceterritories,True,False,msdyn_resourceterritoryid,msdyn_name,Allows to specify for which territory a resource could provide services for
msdyn_richtextfile,Rich Text Attachment,msdyn_richtextfile,msdyn_richtextfiles,True,False,msdyn_richtextfileid,msdyn_name,Image or file attached to a rich text field
msdyn_rolecompetencyrequirement,Role competency requirement,msdyn_rolecompetencyrequirement,msdyn_rolecompetencyrequirements,True,False,msdyn_rolecompetencyrequirementid,msdyn_name,Entity used  to associate skills in a role.
msdyn_salesforcestructuredobject,Salesforce Structured Object,msdyn_salesforcestructuredobject,msdyn_salesforcestructuredobjects,True,False,msdyn_salesforcestructuredobjectid,name,Entity that represents the Salesforce Structured Object.
msdyn_salesforcestructuredqnaconfig,Salesforce Structured QnA Config,msdyn_salesforcestructuredqnaconfig,msdyn_salesforcestructuredqnaconfigs,True,False,msdyn_salesforcestructuredqnaconfigid,name,Entity that represents the Salesforce Structured QnA Config.
msdyn_schedule,Schedule,msdyn_schedule,msdyn_schedules,True,False,msdyn_scheduleid,msdyn_schedule,Generic refresh schedule
msdyn_scheduleboardsetting,Schedule Board Setting,msdyn_scheduleboardsetting,msdyn_scheduleboardsettinges,True,False,msdyn_scheduleboardsettingid,msdyn_tabname,To store settings of SB by user & tabs
msdyn_schedulingfeatureflag,Scheduling Feature Flag,msdyn_schedulingfeatureflag,msdyn_schedulingfeatureflags,True,False,msdyn_schedulingfeatureflagid,msdyn_name,Update records in this entity to enable a new feature.
msdyn_schedulingparameter,Scheduling Parameter,msdyn_schedulingparameter,msdyn_schedulingparameters,True,False,msdyn_schedulingparameterid,msdyn_name,Scheduling Parameters
msdyn_schedulingscope,Scheduling Scope,msdyn_schedulingscope,msdyn_schedulingscopes,True,False,msdyn_schedulingscopeid,msdyn_name,Defines the scope for scheduling.
msdyn_serviceconfiguration,Service Configuration,msdyn_serviceconfiguration,msdyn_serviceconfigurations,True,False,msdyn_serviceconfigurationid,msdyn_name,
msdyn_slakpi,SLA KPI,msdyn_slakpi,msdyn_slakpis,True,False,msdyn_slakpiid,msdyn_name,
msdyn_solutioncomponentcountdatasource,Solution Component Count Data Source,msdyn_solutioncomponentcountdatasource,msdyn_solutioncomponentcountdatasources,True,False,msdyn_solutioncomponentcountdatasourceid,msdyn_name,
msdyn_solutioncomponentcountsummary,Solution Component Count Summary,msdyn_solutioncomponentcountsummary,msdyn_solutioncomponentcountsummaries,True,False,msdyn_solutioncomponentcountsummaryid,msdyn_name,
msdyn_solutioncomponentdatasource,Solution Component Data Source,msdyn_solutioncomponentdatasource,msdyn_solutioncomponentdatasources,True,False,msdyn_solutioncomponentdatasourceid,msdyn_name,
msdyn_solutioncomponentsummary,Solution Component Summary,msdyn_solutioncomponentsummary,msdyn_solutioncomponentsummaries,True,False,msdyn_solutioncomponentsummaryid,msdyn_name,
