LogicalName,Label,SchemaName,EntitySetName,IsCustomEntity,IsActivity,PrimaryIdAttribute,PrimaryNameAttribute,Description
msdyn_solutionhealthrule,Solution Health Rule,msdyn_solutionhealthrule,msdyn_solutionhealthrules,True,False,msdyn_solutionhealthruleid,msdyn_name,
msdyn_solutionhealthruleargument,Solution Health Rule Argument,msdyn_solutionhealthruleargument,msdyn_solutionhealthrulearguments,True,False,msdyn_solutionhealthruleargumentid,msdyn_name,
msdyn_solutionhealthruleset,Solution Health Rule Set,msdyn_solutionhealthruleset,msdyn_solutionhealthrulesets,True,False,msdyn_solutionhealthrulesetid,msdyn_name,Represents a set that owns a number of solution health rules.
msdyn_solutionhistory,Solution History,msdyn_solutionhistory,msdyn_solutionhistories,True,False,msdyn_solutionhistoryid,msdyn_name,
msdyn_solutionhistorydatasource,Solution History Data Source,msdyn_solutionhistorydatasource,msdyn_solutionhistorydatasources,True,False,msdyn_solutionhistorydatasourceid,msdyn_name,
msdyn_systemuserschedulersetting,System User Scheduler Setting,msdyn_systemuserschedulersetting,msdyn_systemuserschedulersettinges,True,False,msdyn_systemuserschedulersettingid,msdyn_name,Stores user-specific settings for the schedule board.
msdyn_timegroup,Fulfillment Preference,msdyn_timegroup,msdyn_timegroups,True,False,msdyn_timegroupid,msdyn_name,"Specify time groups consisting of multiple time windows to be used for scheduling, for example."
msdyn_timegroupdetail,Time Group Detail,msdyn_timegroupdetail,msdyn_timegroupdetails,True,False,msdyn_timegroupdetailid,msdyn_name,Specify individual time windows under a time group.
msdyn_timelinepin,Timeline Pin,msdyn_timelinepin,msdyn_timelinepins,True,False,msdyn_timelinepinid,msdyn_name,Timeline Pin Record
msdyn_tour,Tour,msdyn_tour,msdyn_tours,True,False,msdyn_tourid,msdyn_displayname,
msdyn_useraccesspermission,User Access Permission,msdyn_useraccesspermission,msdyn_useraccesspermissions,True,False,msdyn_useraccesspermissionid,msdyn_name,Permissions on projects user is not a member of
msdyn_virtualtablecolumncandidate,Virtual Table Column Candidate,msdyn_virtualtablecolumncandidate,msdyn_virtualtablecolumncandidates,True,False,msdyn_virtualtablecolumncandidateid,msdyn_externalname,
msdyn_workflowactionstatus,Workflow Action Status,msdyn_workflowactionstatus,msdyn_workflowactionstatuses,True,False,msdyn_workflowactionstatusid,msdyn_actionname,PA Workflows action processing status
msdyn_workhourtemplate,Work template,msdyn_workhourtemplate,msdyn_workhourtemplates,True,False,msdyn_workhourtemplateid,msdyn_name,Template where resource working hours can be saved and reused.
msdynce_botcontent,BotContent,msdynce_botcontent,msdynce_botcontents,True,False,msdynce_botcontentid,msdynce_autonumber,
msgraphresourcetosubscription,Ms Graph Resource To Subscription,MsGraphResourceToSubscription,msgraphresourcetosubscriptions,True,False,msgraphresourcetosubscriptionid,resourceid,For internal use only. The mapping between Ms Graph Resources and Subscriptions.
mspcat_catalogsubmissionfiles,Catalog Submission Files,mspcat_CatalogSubmissionFiles,mspcat_catalogsubmissionfileses,True,False,mspcat_catalogsubmissionfilesid,mspcat_name,Files associated with the package that will be used as part of the submission to the catalog system.
mspcat_packagestore,Package Submission Store,mspcat_PackageStore,mspcat_packagestores,True,False,mspcat_packagestoreid,mspcat_name,Manages submissions to the Catalog and provisioning
mspp_accesscontrolrule_publishingstate,mspp_accesscontrolrule_publishingstate,mspp_accesscontrolrule_publishingstate,mspp_accesscontrolrule_publishingstateset,True,False,mspp_accesscontrolrule_publishingstateid,,
mspp_adplacement,Ad Placement,mspp_adplacement,mspp_adplacements,True,False,mspp_adplacementid,mspp_name,
mspp_columnpermission,Column Permission,mspp_columnpermission,mspp_columnpermissions,True,False,mspp_columnpermissionid,mspp_columnname,
mspp_columnpermissionprofile,Column Permission Profile,mspp_columnpermissionprofile,mspp_columnpermissionprofiles,True,False,mspp_columnpermissionprofileid,mspp_profilename,
mspp_columnpermissionprofile_webrole,mspp_columnpermissionprofile_webrole,mspp_columnpermissionprofile_webrole,mspp_columnpermissionprofile_webroleset,True,False,mspp_columnpermissionprofile_webroleid,,
mspp_contentsnippet,Content Snippet,mspp_contentsnippet,mspp_contentsnippets,True,False,mspp_contentsnippetid,mspp_name,"Content snippets are inserted in page templates so that any label, text string or image in the template can be content-managed."
mspp_entityform,Basic Form,mspp_entityform,mspp_entityforms,True,False,mspp_entityformid,mspp_name,Defines the form to render for a given entity type.
mspp_entityformmetadata,Basic Form Metadata,mspp_entityformmetadata,mspp_entityformmetadatas,True,False,mspp_entityformmetadataid,mspp_name,Defines the additional behavior modification logic to augment or override the functionality of form components that is not possible with Dynamics 365 entity and form metadata.
mspp_entitylist,List,mspp_entitylist,mspp_entitylists,True,False,mspp_entitylistid,mspp_name,
mspp_entitypermission,Table Permission,mspp_entitypermission,mspp_entitypermissions,True,False,mspp_entitypermissionid,mspp_entityname,
mspp_entitypermission_webrole,mspp_entitypermission_webrole,mspp_entitypermission_webrole,mspp_entitypermission_webroleset,True,False,mspp_entitypermission_webroleid,,
mspp_pagetemplate,Page Template,mspp_pagetemplate,mspp_pagetemplates,True,False,mspp_pagetemplateid,mspp_name,URL of the .aspx page used to create new webpages.
mspp_pollplacement,Poll Placement,mspp_pollplacement,mspp_pollplacements,True,False,mspp_pollplacementid,mspp_name,
mspp_powerpagescoreentityds,Power Pages Core Entity DS,mspp_powerpagescoreentityds,mspp_powerpagescoreentitydses,True,False,mspp_powerpagescoreentitydsid,mspp_name,
mspp_publishingstate,Publishing State,mspp_publishingstate,mspp_publishingstates,True,False,mspp_publishingstateid,mspp_name,
mspp_publishingstatetransitionrule,Publishing State Transition Rule,mspp_publishingstatetransitionrule,mspp_publishingstatetransitionrules,True,False,mspp_publishingstatetransitionruleid,mspp_name,
mspp_publishingstatetransitionrule_webrole,mspp_publishingstatetransitionrule_webrole,mspp_publishingstatetransitionrule_webrole,mspp_publishingstatetransitionrule_webroleset,True,False,mspp_publishingstatetransitionrule_webroleid,,
mspp_redirect,Redirect,mspp_redirect,mspp_redirects,True,False,mspp_redirectid,mspp_name,
mspp_shortcut,Shortcut,mspp_shortcut,mspp_shortcuts,True,False,mspp_shortcutid,mspp_name,
mspp_sitemarker,Site Marker,mspp_sitemarker,mspp_sitemarkers,True,False,mspp_sitemarkerid,mspp_name,Used by web page templates to locate a specific page of content.
mspp_sitesetting,Site Setting,mspp_sitesetting,mspp_sitesettings,True,False,mspp_sitesettingid,mspp_name,Site specific settings or variables refferenced by the web site code files.
mspp_webfile,Web File,mspp_webfile,mspp_webfiles,True,False,mspp_webfileid,mspp_name,Storage of files used in the web Portals.
mspp_webform,Multistep Form,mspp_webform,mspp_webforms,True,False,mspp_webformid,mspp_name,Defines the necessary properties and relationships to the other key entities in order to control the initialization of the form within a web portal.
mspp_webformmetadata,Multistep Form Metadata,mspp_webformmetadata,mspp_webformmetadatas,True,False,mspp_webformmetadataid,mspp_attributelogicalname,Defines the additional behavior modification logic to augment or override the functionality of form fields that is not possible with Dynamics 365 entity and form metadata.
mspp_webformstep,Form Step,mspp_webformstep,mspp_webformsteps,True,False,mspp_webformstepid,mspp_name,Defines the flow logic of the form's user experience such as steps and conditional branching.
mspp_weblink,Web Link,mspp_weblink,mspp_weblinks,True,False,mspp_weblinkid,mspp_name,A textual or imaged based link to an interal or external URL.
mspp_weblinkset,Web Link Set,mspp_weblinkset,mspp_weblinksets,True,False,mspp_weblinksetid,mspp_name,A grouping of web links.
mspp_webpage,Web Page,mspp_webpage,mspp_webpages,True,False,mspp_webpageid,mspp_name,Web Page
mspp_webpageaccesscontrolrule,Web Page Access Control Rule,mspp_webpageaccesscontrolrule,mspp_webpageaccesscontrolrules,True,False,mspp_webpageaccesscontrolruleid,mspp_name,
mspp_webpageaccesscontrolrule_webrole,mspp_webpageaccesscontrolrule_webrole,mspp_webpageaccesscontrolrule_webrole,mspp_webpageaccesscontrolrule_webroleset,True,False,mspp_webpageaccesscontrolrule_webroleid,,
mspp_webrole,Web Role,mspp_webrole,mspp_webroles,True,False,mspp_webroleid,mspp_name,Sets the user's role for the Portal.
mspp_website,Website,mspp_website,mspp_websites,True,False,mspp_websiteid,mspp_name,Web Portal
mspp_websiteaccess,Website Access,mspp_websiteaccess,mspp_websiteaccesses,True,False,mspp_websiteaccessid,mspp_name,
mspp_websiteaccess_webrole,mspp_websiteaccess_webrole,mspp_websiteaccess_webrole,mspp_websiteaccess_webroleset,True,False,mspp_websiteaccess_webroleid,,
mspp_websitelanguage,Website Language,mspp_websitelanguage,mspp_websitelanguages,True,False,mspp_websitelanguageid,mspp_name,Languages supported and publishing status for the portal
mspp_webtemplate,Web Template,mspp_webtemplate,mspp_webtemplates,True,False,mspp_webtemplateid,mspp_name,
multientitysearch,MultiEntitySearch,MultiEntitySearch,multientitysearches,False,False,multientitysearchid,name,Multi Entity Search.
multientitysearchentities,multientitysearchentities,MultiEntitySearchEntities,multientitysearchentitiescollection,False,False,multientitysearchentityid,,
multiselectattributeoptionvalues,Multi Select Option Value,MultiSelectAttributeOptionValues,multiselectattributeoptionvaluescollection,False,False,multiselectfulltextidkey,,Multi Select Option Value
navigationsetting,Navigation Setting,NavigationSetting,navigationsettings,False,False,navigationsettingid,name,Navigation Setting: A setting page or group of pages available for configuration within an app. A record representing a group of pages is regarded as the parent navigation setting of one or more other records. For internal use only.
newprocess,New Process,NewProcess,newprocesses,False,False,businessprocessflowinstanceid,name,New Process Business Process Flow
nlsqregistration,NL2SQ Registration Information,nlsqregistration,nlsqregistrations,True,False,nlsqregistrationid,name,"Org registration status, AllowedEntity list, and registration error message."
notification,Notification,Notification,notifications,False,False,notificationid,,For internal use only.
officedocument,Office Document,OfficeDocument,officedocuments,False,False,officedocumentid,name,Used to store Office Documents in database in binary format.
officegraphdocument,Office Graph Document,OfficeGraphDocument,officegraphdocuments,False,False,officegraphdocumentid,title,Office Graph Documents Description
offlinecommanddefinition,Offline Command Definition,OfflineCommandDefinition,offlinecommanddefinitions,False,False,commanddefinitionid,commandname,For internal use only.
optionset,OptionSet,OptionSet,optionsets,False,False,optionsetid,name,
organization,Organization,Organization,organizations,False,False,organizationid,name,"Top level of the Microsoft Dynamics 365 business hierarchy. The organization can be a specific business, holding company, or corporation."
organizationdatasyncfnostate,OrganizationDataSyncFnoState,organizationdatasyncfnostate,organizationdatasyncfnostates,True,False,organizationdatasyncfnostateid,name,Information regarding data synchronization state
organizationdatasyncstate,OrganizationDataSyncState,organizationdatasyncstate,organizationdatasyncstates,True,False,organizationdatasyncstateid,name,Information regarding data synchronization state
organizationdatasyncsubscription,OrganizationDataSyncSubscription,organizationdatasyncsubscription,organizationdatasyncsubscriptions,True,False,organizationdatasyncsubscriptionid,name,
organizationdatasyncsubscriptionentity,OrganizationDataSyncSubscriptionEntity,organizationdatasyncsubscriptionentity,organizationdatasyncsubscriptionentities,True,False,organizationdatasyncsubscriptionentityid,name,
organizationdatasyncsubscriptionfnotable,OrganizationDataSyncSubscriptionFnoTable,organizationdatasyncsubscriptionfnotable,organizationdatasyncsubscriptionfnotables,True,False,organizationdatasyncsubscriptionfnotableid,name,
organizationsetting,Organization Setting,OrganizationSetting,organizationsettings,True,False,organizationsettingid,displayname,Holds the value for the associated Organization Setting Definition.
organizationstatistic,Organization Statistic,OrganizationStatistic,organizationstatistics,False,False,organizationstatisticid,,Statistics measuring the organization's usage of the Microsoft Dynamics 365 system over the past 24 hours.
organizationui,Organization UI,OrganizationUI,organizationuis,False,False,formid,,Entity customizations including form layout and icons. Includes current and past versions.
orginsightsmetric,Organization Insights Metric,OrgInsightsMetric,orginsightsmetrics,False,False,orginsightsmetricid,,Stores data regarding organization insights metric
orginsightsnotification,Organization Insights Notification,OrgInsightsNotification,orginsightsnotifications,False,False,orginsightsnotificationid,,Stores data regarding organization insights notification
owner,Owner,Owner,owners,False,False,ownerid,name,Group of undeleted system users and undeleted teams. Owners can be used to control access to specific objects.
ownermapping,Owner Mapping,OwnerMapping,ownermappings,False,False,ownermappingid,,"In a data map, maps ownership data from the source file to Microsoft Dynamics 365."
package,Package,package,packages,True,False,packageid,packageuniquename,
package_solution,package_solution,package_solution,package_solutionset,True,False,package_solutionid,,
packagehistory,Package History,packagehistory,packagehistories,True,False,packagehistoryid,executionname,
partnerapplication,Partner Application,PartnerApplication,partnerapplications,False,False,partnerapplicationid,name,Partner applications registered for this organization
pdfsetting,PDF Setting,PDFSetting,pdfsettings,True,False,pdfsettingid,entityname,PDF Settings to save enabled pdf entities
personaldocumenttemplate,Personal Document Template,PersonalDocumentTemplate,personaldocumenttemplates,False,False,personaldocumenttemplateid,name,Used to store Personal Document Templates in database in binary format.
phonecall,Phone Call,PhoneCall,phonecalls,False,True,activityid,subject,Activity to track a telephone call.
picklistmapping,List Value Mapping,PickListMapping,picklistmappings,False,False,picklistmappingid,,"In a data map, maps list values from the source file to Microsoft Dynamics 365."
plannerbusinessscenario,Planner Business Scenario,plannerbusinessscenario,plannerbusinessscenarios,True,False,plannerbusinessscenarioid,uniquename,For internal use only. The Business Scenario record to be created in Planner.
plannersyncaction,Planner Sync Action,PlannerSyncAction,plannersyncactions,True,False,plannersyncactionid,title,The Planner Sync Action to be executed.
plugin,Plug-in,plugin,plugins,True,False,pluginid,name,
pluginassembly,Plug-in Assembly,PluginAssembly,pluginassemblies,False,False,pluginassemblyid,name,Assembly that contains one or more plug-in types.
pluginpackage,Plugin Package,PluginPackage,pluginpackages,True,False,pluginpackageid,name,
plugintracelog,Plug-in Trace Log,PluginTraceLog,plugintracelogs,False,False,plugintracelogid,typename,Trace and exception information generated by plug-ins and custom workflow activities.
plugintype,Plug-in Type,PluginType,plugintypes,False,False,plugintypeid,name,Type that inherits from the IPlugin interface and is contained within a plug-in assembly.
plugintypestatistic,Plug-in Type Statistic,PluginTypeStatistic,plugintypestatistics,False,False,plugintypestatisticid,,Plug-in type statistic.
position,Position,Position,positions,False,False,positionid,name,Position of a user in the hierarchy
post,Post,Post,posts,False,False,postid,text,An activity feed post.
postcomment,Comment,PostComment,postcomments,False,False,postcommentid,text,A comment on an activity feed post.
postfollow,Follow,PostFollow,postfollows,False,False,postfollowid,regardingobjectidname,Represents a user following the activity feed of an object.
postlike,Like,PostLike,postlikes,False,False,postlikeid,,A like on an activity feed post.
postregarding,Post Regarding,PostRegarding,postregardings,False,False,postregardingid,,Represents which object an activity feed post is regarding. For internal use only.
postrole,Post Role,PostRole,postroles,False,False,postroleid,,Represents the objects with which an activity feed post is associated. For internal use only.
powerfxrule,PowerfxRule,powerfxrule,powerfxrules,True,False,powerfxruleid,name,
powerpagecomponent,Site Component,powerpagecomponent,powerpagecomponents,True,False,powerpagecomponentid,name,
powerpagecomponent_mspp_webrole_account,powerpagecomponent_mspp_webrole_account,powerpagecomponent_mspp_webrole_account,powerpagecomponent_mspp_webrole_accountset,True,False,powerpagecomponent_mspp_webrole_accountid,,
powerpagecomponent_mspp_webrole_contact,powerpagecomponent_mspp_webrole_contact,powerpagecomponent_mspp_webrole_contact,powerpagecomponent_mspp_webrole_contactset,True,False,powerpagecomponent_mspp_webrole_contactid,,
powerpagecomponent_powerpagecomponent,powerpagecomponent_powerpagecomponent,powerpagecomponent_powerpagecomponent,powerpagecomponent_powerpagecomponentset,True,False,powerpagecomponent_powerpagecomponentid,,
powerpagecomponent_webrole_systemuser,powerpagecomponent_webrole_systemuser,powerpagecomponent_webrole_systemuser,powerpagecomponent_webrole_systemuserset,True,False,powerpagecomponent_webrole_systemuserid,,
powerpagesddosalert,PowerPagesDDOSAlert,PowerPagesDDOSAlert,powerpagesddosalerts,True,False,powerpagesddosalertid,portalid,Schema for DDOS Alerts on PowerPage Site
powerpagesite,Site,powerpagesite,powerpagesites,True,False,powerpagesiteid,name,
powerpagesite_dvfilesearch,powerpagesite_dvfilesearch,powerpagesite_dvfilesearch,powerpagesite_dvfilesearchset,True,False,powerpagesite_dvfilesearchid,,
powerpagesite_dvtablesearch,powerpagesite_dvtablesearch,powerpagesite_dvtablesearch,powerpagesite_dvtablesearchset,True,False,powerpagesite_dvtablesearchid,,
powerpagesitelanguage,Site Language,powerpagesitelanguage,powerpagesitelanguages,True,False,powerpagesitelanguageid,name,
powerpagesitepublished,Power Pages Site Published,powerpagesitepublished,powerpagesitepublisheds,True,False,powerpagesitepublishedid,name,
powerpageslog,Power Pages Log,PowerPagesLog,powerpageslogs,True,False,powerpageslogid,name,
powerpagesmanagedidentity,PowerPagesManagedIdentity,PowerPagesManagedIdentity,powerpagesmanagedidentities,True,False,powerpagesmanagedidentityid,name,
powerpagesscanreport,Power Pages Scan Report,PowerPagesScanReport,powerpagesscanreports,True,False,powerpagesscanreportid,name,Power Pages Scan Report
powerpagessiteaifeedback,Power Pages Site AI Feedback,PowerPagesSiteAIFeedback,powerpagessiteaifeedbacks,True,False,powerpagessiteaifeedbackid,name,
powerpagessourcefile,Site Source File,powerpagessourcefile,powerpagessourcefiles,True,False,powerpagessourcefileid,name,Power Pages Site Source File
principalattributeaccessmap,principalattributeaccessmap,PrincipalAttributeAccessMap,principalattributeaccessmaps,False,False,principalattributeaccessmapid,,Maps security principals (users and teams) to secured field access rights.
principalentitybusinessunitmap,PrincipalEntityBusinessUnitMap,PrincipalEntityBusinessUnitMap,principalentitybusinessunitmaps,False,False,principalentitybusinessunitmapid,,Internal authorization table to track user authorization changes
principalentitymap,principalentitymap,PrincipalEntityMap,principalentitymaps,False,False,principalentitymapid,,Map CRM security principals (users and teams) to user/team owned entities with basic read privilege.
principalobjectaccess,principalobjectaccess,PrincipalObjectAccess,principalobjectaccessset,False,False,principalobjectaccessid,,
principalobjectaccessreadsnapshot,principalobjectaccessreadsnapshot,PrincipalObjectAccessReadSnapshot,principalobjectaccessreadsnapshots,False,False,principalobjectaccessreadsnapshotid,,
principalobjectattributeaccess,Field Sharing,PrincipalObjectAttributeAccess,principalobjectattributeaccessset,False,False,principalobjectattributeaccessid,,Defines CRM security principals (users and teams) access rights to secured field for an entity instance.
principalsyncattributemap,Principal Sync Attribute Map,PrincipalSyncAttributeMap,principalsyncattributemaps,False,False,principalsyncattributemapid,,Maps security principals (users and teams) to sync attribute mappings.
privilege,Privilege,Privilege,privileges,False,False,privilegeid,name,Permission to perform an action in Microsoft CRM. The platform checks for the privilege and rejects the attempt if the user does not hold the privilege.
privilegecheckerlog,Privilege Checker Log,PrivilegeCheckerLog,privilegecheckerlogs,True,False,privilegecheckerlogid,name,Holds information about privilege checks for the user who started (created) a privilege checker tool run (Privilege Checker Run's child entity)
privilegecheckerrun,Privilege Checker Run,PrivilegeCheckerRun,privilegecheckerruns,True,False,privilegecheckerrunid,name,Entity to keep track of privilege checker tool runs. Parent entity of privilege checker log.
privilegeobjecttypecodes,Privilege Object Type Code,PrivilegeObjectTypeCodes,privilegeobjecttypecodesset,False,False,privilegeobjecttypecodeid,,For internal use only.
privilegesremovalsetting,Privileges Removal Setting,PrivilegesRemovalSetting,privilegesremovalsettings,False,False,privilegesremovalsettingid,name,Privileges Removal Setting
processorregistration,processor registration,processorregistration,processorregistrations,True,False,processorregistrationid,processortype,
processsession,Process Session,ProcessSession,processsessions,False,False,processsessionid,name,"Information that is generated when a dialog is run. Every time that you run a dialog, a dialog session is created."
processstage,Process Stage,ProcessStage,processstages,False,False,processstageid,stagename,Stage associated with a process.
processstageparameter,ProcessStageParameter,processstageparameter,processstageparameters,True,False,processstageparameterid,name,
processtrigger,Process Trigger,ProcessTrigger,processtriggers,False,False,processtriggerid,,Trigger that invoke a rule.
provisionlanguageforuser,ProvisionLanguageForUser,ProvisionLanguageForUser,provisionlanguageforusers,True,False,provisionlanguageforuserid,name,
publisher,Publisher,Publisher,publishers,False,False,publisherid,friendlyname,A publisher of a CRM solution.
publisheraddress,Publisher Address,PublisherAddress,publisheraddresses,False,False,publisheraddressid,name,Address and shipping information. Used to store additional addresses for a publisher.
purviewlabelinfo,Purview Label Info,purviewlabelinfo,purviewlabelinfos,True,False,purviewlabelinfoid,name,
purviewlabelsynccache,Purview Label Sync Cache,purviewlabelsynccache,purviewlabelsynccaches,True,False,purviewlabelsynccacheid,name,Purview Label Sync Cache
qrt_agreements,Agreements,qrt_Agreements,qrt_agreementses,True,False,qrt_agreementsid,qrt_name,
qrt_aossuggestionbox,"Dear AOS,",qrt_AOSSuggestionBox,qrt_aossuggestionboxes,True,True,activityid,subject,
qrt_assetcontract,Asset Contract,qrt_assetcontract,qrt_assetcontracts,True,False,qrt_assetcontractid,qrt_title,Table for managing Asset Contract data.
qrt_assetmanagementrequests,AM Requests,qrt_assetmanagementrequests,qrt_assetmanagementrequestses,True,True,activityid,subject,Table for managing Asset Management Requests activities.
qrt_assetproforma,Asset Proforma,qrt_assetproforma,qrt_assetproformas,True,False,qrt_assetproformaid,qrt_title,Table for managing Asset Proforma data.
qrt_bidissuance,Bid Issuance,qrt_bidissuance,qrt_bidissuances,True,True,activityid,subject,Table for managing Bid Issuance activities.
qrt_bidpackage,Bid Package,qrt_BidPackage,qrt_bidpackages,True,False,qrt_bidpackageid,qrt_name,
qrt_bidpackage_account,qrt_bidpackage_account,qrt_BidPackage_Account,qrt_bidpackage_accountset,True,False,qrt_bidpackage_accountid,,
qrt_bidpackage_msdyn_project,qrt_bidpackage_msdyn_project,qrt_BidPackage_msdyn_project,qrt_bidpackage_msdyn_projectset,True,False,qrt_bidpackage_msdyn_projectid,,
qrt_bonds,Bonds,qrt_bonds,qrt_bondses,True,False,qrt_bondsid,qrt_title,Table for managing Bonds data.
qrt_constructionrequests,Construction Reqs,qrt_constructionrequests,qrt_constructionrequestses,True,True,activityid,subject,Table for managing Construction Requests activities.
qrt_costcodes,Cost Codes,qrt_CostCodes,qrt_costcodeses,True,False,qrt_costcodesid,qrt_name,
qrt_departmentheadsmeetingagenda,Department Heads Meeting Agenda,qrt_DepartmentHeadsMeetingAgenda,qrt_departmentheadsmeetingagendas,True,False,qrt_departmentheadsmeetingagendaid,qrt_name,
qrt_designrequests,Design Requests,qrt_designrequests,qrt_designrequestses,True,True,activityid,subject,Table for managing Design Requests activities.
qrt_developmentrequests,Development Reqs,qrt_developmentrequests,qrt_developmentrequestses,True,True,activityid,subject,Table for managing Development Requests activities.
qrt_engineeringrequests,Engineering Reqs,qrt_engineeringrequests,qrt_engineeringrequestses,True,True,activityid,subject,Table for managing Engineering Requests activities.
qrt_epca,EPCA,qrt_EPCA,qrt_epcas,True,False,qrt_epcaid,qrt_name,
qrt_epcamilestones,EPCA Milestones,qrt_EPCAMilestones,qrt_epcamilestoneses,True,False,qrt_epcamilestonesid,qrt_name,
qrt_equipment,Equipment,qrt_equipment,qrt_equipments,True,False,qrt_equipmentid,qrt_title,Table for managing Equipment data.
qrt_equipmentskuquotes,Equipment SKU Quotes,qrt_equipmentskuquotes,qrt_equipmentskuquoteses,True,False,qrt_equipmentskuquotesid,qrt_title,Table for managing Equipment SKU Quotes data.
qrt_equipmentskus,Equipment SKUs,qrt_equipmentskus,qrt_equipmentskuses,True,False,qrt_equipmentskusid,qrt_title,Table for managing Equipment SKUs data.
qrt_estimateresquests,Estimate Requests,qrt_estimateresquests,qrt_estimateresquestses,True,True,activityid,subject,Table for managing Estimate Requests activities.
qrt_financerequests,Finance Requests,qrt_financerequests,qrt_financerequestses,True,True,activityid,subject,Table for managing Finance Requests activities.
qrt_flowconfiguration,Flow Configuration,qrt_FlowConfiguration,qrt_flowconfigurations,True,False,qrt_flowconfigurationid,qrt_name,
qrt_geotechreview,Geotech Review,qrt_GeotechReview,qrt_geotechreviews,True,False,qrt_geotechreviewid,qrt_name,
qrt_icrequest,IC Request,qrt_ICRequest,qrt_icrequests,True,False,qrt_icrequestid,qrt_name,
qrt_incentiveprogram,Incentive Program,qrt_incentiveprogram,qrt_incentiveprograms,True,False,qrt_incentiveprogramid,qrt_title,Table for managing Incentive Program data.
qrt_incentives,Incentives,qrt_incentives,qrt_incentiveses,True,False,qrt_incentivesid,qrt_title,Table for managing Incentives data.
qrt_interconnectionagreementsandpayments,IX Agreements,qrt_interconnectionagreementsandpayments,qrt_interconnectionagreementsandpaymentses,True,False,qrt_interconnectionagreementsandpaymentsid,qrt_title,Table for managing Interconnection Agreements & Payments data.
qrt_interconnectionapplicationsstudies,IX Applications,qrt_interconnectionapplicationsstudies,qrt_interconnectionapplicationsstudieses,True,False,qrt_interconnectionapplicationsstudiesid,qrt_title,Table for managing Interconnection Applications & Studies data.
qrt_legalrequests,Legal Requests,qrt_legalrequests,qrt_legalrequestses,True,True,activityid,subject,Table for managing Legal Requests activities.
qrt_originationnotes,Origination Notes,qrt_OriginationNotes,qrt_originationnoteses,True,False,qrt_originationnotesid,qrt_name,
qrt_permits,Permits,qrt_permits,qrt_permitses,True,False,qrt_permitsid,qrt_title,Table for managing Permits data.
qrt_portfolio,Portfolio,qrt_Portfolio,qrt_portfolios,True,False,qrt_portfolioid,qrt_name,
qrt_procurementrequests,Procurement Reqs,qrt_procurementrequests,qrt_procurementrequestses,True,True,activityid,subject,Table for managing Procurement Requests activities.
qrt_schedulerequests,Schedule Requests,qrt_ScheduleRequests,qrt_schedulerequestses,True,True,activityid,subject,
qrt_scheduletasks,Schedule Tasks,qrt_ScheduleTasks,qrt_scheduletaskses,True,False,qrt_scheduletasksid,qrt_name,
qrt_sharepointfolderstructure,Sharepoint Folder Structure,qrt_SharepointFolderStructure,qrt_sharepointfolderstructures,True,False,qrt_sharepointfolderstructureid,qrt_name,
qrt_sitecontrol,Site Control,qrt_sitecontrol,qrt_sitecontrols,True,False,qrt_sitecontrolid,qrt_title,Table for managing site control data.
qrt_studies,Studies,qrt_studies,qrt_studieses,True,False,qrt_studiesid,qrt_title,Table for managing Studies data.
qrt_submittals,Submittals,qrt_Submittals,qrt_submittalses,True,False,qrt_submittalsid,qrt_name,
qrt_taskconfigrule,Task Config Rule,qrt_taskconfigrule,qrt_taskconfigrules,True,False,qrt_taskconfigruleid,qrt_fieldname,Task Config Rule
qrt_taskconfiguration,Task Configuration,qrt_taskconfiguration,qrt_taskconfigurations,True,False,qrt_taskconfigurationid,qrt_title,Task Configuration
qrt_taskrules,Task Rules,qrt_TaskRules,qrt_taskruleses,True,False,qrt_taskrulesid,qrt_name,
qrt_titleandalta,Title & ALTA,qrt_titleandalta,qrt_titleandaltas,True,False,qrt_titleandaltaid,qrt_title,Table for managing Title & ALTA data.
quarterlyfiscalcalendar,Quarterly Fiscal Calendar,QuarterlyFiscalCalendar,quarterlyfiscalcalendars,False,False,userfiscalcalendarid,,Quarterly fiscal calendar of an organization. A span of time during which the financial activities of an organization are calculated.
queue,Queue,Queue,queues,False,False,queueid,name,"A list of records that require action, such as accounts, activities, and cases."
queueitem,Queue Item,QueueItem,queueitems,False,False,queueitemid,title,"A specific item in a queue, such as a case record or an activity record."
queueitemcount,QueueItemCount,QueueItemCount,queueitemcounts,False,False,queueitemcountid,,For internal use only.
queuemembercount,QueueMemberCount,QueueMemberCount,queuemembercounts,False,False,queuemembercountid,,For internal use only.
queuemembership,queuemembership,QueueMembership,queuememberships,False,False,queuemembershipid,,
ratingmodel,Rating Model,RatingModel,ratingmodels,False,False,ratingmodelid,name,Represents a model to evaluate skills or other related entities.
ratingvalue,Rating Value,RatingValue,ratingvalues,False,False,ratingvalueid,name,A unique value associated with a rating model that allows providing a user friendly rating value.
recentlyused,Recently Used,recentlyused,recentlyused,True,False,recentlyusedid,name,Most recently used data table.
recommendeddocument,Document Suggestions,RecommendedDocument,recommendeddocuments,False,False,recommendeddocumentid,title,Document Suggestions
reconciliationentityinfo,ReconciliationEntityInfo,reconciliationentityinfo,reconciliationentityinfos,True,False,reconciliationentityinfoid,name,Table level details of the data lake reconciliation process. For internal use only.
